id,node,capacity (MW),offer ($/MW),type
A4024_7,Central,3.0,22.27,inflexible
A4024_8,Central,3.0,22.64,inflexible
A4030,Central,12.5,105.58,flexible
A4036,Central,14.0,248.11,flexible
A4053_0,Central,102.0,15.88,inflexible
A4053_1,Central,61.0,15.9,inflexible
A4053_2,Central,0.0999999999999943,40.89,flexible
A4053_3,Central,36.900000000000006,40.9,flexible
A4054_0,Central,102.0,15.87,inflexible
A4054_1,Central,61.0,15.89,inflexible
A4054_2,Central,0.0999999999999943,40.88,flexible
A4054_3,Central,36.900000000000006,40.89,flexible
A4055,Central,10.0,103.6,flexible
A4057,Central,60.0,21.58,inflexible
A4075_0,Central,114.0,21.53,inflexible
A4075_1,Central,1.0,22.54,inflexible
A4075_2,Central,15.0,22.69,inflexible
A4075_3,Central,1.0,22.7,inflexible
A4075_4,Central,19.0,22.91,inflexible
A4076_0,Central,135.0,24.27,inflexible
A4076_1,Central,1.0,24.28,inflexible
A4076_2,Central,34.0,24.71,inflexible
A4076_3,Central,1.0,24.72,inflexible
A4076_4,Central,34.0,25.27,inflexible
A4076_5,Central,1.0,25.28,inflexible
A4076_6,Central,24.0,25.73,inflexible
A4076_7,Central,1.0,36.04,inflexible
A4077_0,Central,135.0,18.59,inflexible
A4077_1,Central,1.0,18.6,inflexible
A4077_2,Central,34.0,18.92,inflexible
A4077_3,Central,1.0,24.15,inflexible
A4077_4,Central,34.0,24.66,inflexible
A4077_5,Central,1.0,24.68,inflexible
A4077_6,Central,24.0,25.11,inflexible
A4077_7,Central,1.0,35.4,inflexible
A4078_0,Central,10.0,34.0,inflexible
A4078_1,Central,30.0,41.0,flexible
A4078_2,Central,20.0,43.0,flexible
A4078_3,Central,20.0,45.0,flexible
A4079_0,Central,45.0,37.0,inflexible
A4079_1,Central,15.0,42.0,flexible
A4079_2,Central,20.0,45.0,flexible
A4086_0,Central,45.0,21.5,inflexible
A4086_1,Central,5.0,21.51,inflexible
A4086_2,Central,10.0,21.52,inflexible
A4086_3,Central,24.0,21.53,inflexible
A4086_4,Central,1.0,27.03,inflexible
A4087_0,Central,45.0,21.5,inflexible
A4087_1,Central,5.0,21.51,inflexible
A4087_2,Central,10.0,21.52,inflexible
A4087_3,Central,24.0,21.53,inflexible
A4087_4,Central,1.0,27.03,inflexible
A4092,Central,12.5,103.65,flexible
A4094_0,Central,20.0,21.42,inflexible
A4094_1,Central,9.0,23.45,inflexible
A4094_2,Central,9.0,25.49,inflexible
A4094_3,Central,9.0,27.54,inflexible
A4094_4,Central,9.0,29.59,inflexible
A4094_5,Central,9.0,31.65,inflexible
A4094_6,Central,9.0,33.7,inflexible
A4094_7,Central,9.0,35.76,inflexible
A4095_0,Central,20.0,21.4,inflexible
A4095_1,Central,9.0,23.44,inflexible
A4095_2,Central,9.0,25.49,inflexible
A4095_3,Central,9.0,27.54,inflexible
A4095_4,Central,9.0,29.59,inflexible
A4095_5,Central,9.0,31.65,inflexible
A4095_6,Central,9.0,33.71,inflexible
A4095_7,Central,9.0,35.76,inflexible
A4096_0,Central,20.0,21.4,inflexible
A4096_1,Central,9.4,23.52,inflexible
A4096_2,Central,9.4,25.66,inflexible
A4096_3,Central,9.300000000000004,27.79,inflexible
A4096_4,Central,9.4,29.93,inflexible
A4096_5,Central,9.400000000000006,32.07,inflexible
A4096_6,Central,9.299999999999995,34.22,inflexible
A4096_7,Central,9.399999999999991,36.36,inflexible
A4097_0,Central,20.0,21.41,inflexible
A4097_1,Central,9.2,23.51,inflexible
A4097_2,Central,9.3,25.61,inflexible
A4097_3,Central,9.299999999999995,27.71,inflexible
A4097_4,Central,9.200000000000005,29.82,inflexible
A4097_5,Central,9.200000000000005,31.93,inflexible
A4097_6,Central,9.299999999999995,34.05,inflexible
A4097_7,Central,9.299999999999995,36.16,inflexible
A4101,Central,168.0,19.43,inflexible
A4103,Central,320.0,18.98,inflexible
A4104,Central,310.0,18.91,inflexible
A4105,Central,23.0,88.4,flexible
A4106,Central,5.0,92.9,flexible
A4116_0,Central,55.0,16.07,inflexible
A4116_1,Central,7.0,16.29,inflexible
A4116_2,Central,20.0,21.93,inflexible
A4117_0,Central,55.0,16.07,inflexible
A4117_1,Central,7.0,16.29,inflexible
A4117_2,Central,20.0,21.93,inflexible
A4118_0,Central,55.0,16.07,inflexible
A4118_1,Central,7.0,16.29,inflexible
A4118_2,Central,20.0,21.93,inflexible
A4119_0,Central,55.0,16.07,inflexible
A4119_1,Central,7.0,16.29,inflexible
A4119_2,Central,20.0,21.93,inflexible
A4120,Central,19.0,147.81,flexible
A4121,Central,19.0,147.81,flexible
A4123,Central,20.0,147.83,flexible
A4154_0,Central,5.5,0.07,inflexible
A4154_1,Central,0.0999999999999996,0.09,inflexible
A4155_0,Central,5.4,0.07,inflexible
A4155_1,Central,0.0999999999999996,0.09,inflexible
A4156_0,Central,16.0,26.39,inflexible
A4156_1,Central,3.1000000000000014,27.06,inflexible
A4156_2,Central,3.099999999999998,27.73,inflexible
A4156_3,Central,3.1000000000000014,28.4,inflexible
A4156_4,Central,3.099999999999998,29.07,inflexible
A4156_5,Central,3.200000000000003,29.77,inflexible
A4156_6,Central,3.1000000000000014,30.44,inflexible
A4156_7,Central,3.0999999999999943,31.11,inflexible
A4156_8,Central,3.1000000000000014,31.78,inflexible
A4157_0,Central,16.0,22.43,inflexible
A4157_1,Central,3.1000000000000014,23.28,inflexible
A4157_2,Central,3.099999999999998,24.14,inflexible
A4157_3,Central,3.1000000000000014,24.99,inflexible
A4157_4,Central,3.099999999999998,25.85,inflexible
A4157_5,Central,3.200000000000003,26.73,inflexible
A4157_6,Central,3.1000000000000014,27.58,inflexible
A4157_7,Central,3.0999999999999943,28.43,inflexible
A4157_8,Central,3.1000000000000014,29.29,inflexible
A4158_0,Central,50.0,24.84,inflexible
A4158_1,Central,3.3999999999999986,25.04,inflexible
A4158_2,Central,3.5,25.25,inflexible
A4158_3,Central,3.3999999999999986,25.46,inflexible
A4158_4,Central,3.5,25.67,inflexible
A4158_5,Central,3.4000000000000057,25.87,inflexible
A4158_6,Central,3.5,26.08,inflexible
A4158_7,Central,3.3999999999999915,26.28,inflexible
A4158_8,Central,3.5,26.49,inflexible
A4173_0,Central,67.0,19.46,inflexible
A4173_1,Central,5.700000000000003,19.73,inflexible
A4173_2,Central,5.599999999999994,20.35,inflexible
A4173_3,Central,5.700000000000003,21.34,inflexible
A4173_4,Central,5.700000000000003,22.69,inflexible
A4173_5,Central,5.599999999999994,24.36,inflexible
A4174_0,Central,67.0,19.46,inflexible
A4174_1,Central,5.700000000000003,19.73,inflexible
A4174_2,Central,5.599999999999994,20.35,inflexible
A4174_3,Central,5.700000000000003,21.34,inflexible
A4174_4,Central,5.700000000000003,22.69,inflexible
A4174_5,Central,5.599999999999994,24.36,inflexible
A4175_0,Central,67.0,19.46,inflexible
A4175_1,Central,5.700000000000003,19.73,inflexible
A4175_2,Central,5.599999999999994,20.35,inflexible
A4175_3,Central,5.700000000000003,21.34,inflexible
A4175_4,Central,5.700000000000003,22.69,inflexible
A4175_5,Central,5.599999999999994,24.36,inflexible
A4176_0,Central,67.0,19.46,inflexible
A4176_1,Central,5.700000000000003,19.73,inflexible
A4176_2,Central,5.599999999999994,20.35,inflexible
A4176_3,Central,5.700000000000003,21.34,inflexible
A4176_4,Central,5.700000000000003,22.69,inflexible
A4176_5,Central,5.599999999999994,24.36,inflexible
A4182_0,Central,31.7,89.4,flexible
A4182_1,Central,5.500000000000004,89.65,flexible
A4182_2,Central,5.599999999999994,90.44,flexible
A4182_3,Central,5.5,91.74,flexible
A4182_4,Central,5.600000000000001,93.6,flexible
A4182_5,Central,5.5,95.95,flexible
A4183_0,Central,31.7,89.4,flexible
A4183_1,Central,5.500000000000004,89.65,flexible
A4183_2,Central,5.599999999999994,90.44,flexible
A4183_3,Central,5.5,91.74,flexible
A4183_4,Central,5.600000000000001,93.6,flexible
A4183_5,Central,5.5,95.95,flexible
A4184_0,Central,31.7,89.4,flexible
A4184_1,Central,5.500000000000004,89.65,flexible
A4184_2,Central,5.599999999999994,90.44,flexible
A4184_3,Central,5.5,91.74,flexible
A4184_4,Central,5.600000000000001,93.6,flexible
A4184_5,Central,5.5,95.95,flexible
A4197_0,Central,80.0,16.43,inflexible
A4197_1,Central,24.90000000000001,16.49,inflexible
A4197_2,Central,24.90000000000001,16.55,inflexible
A4197_3,Central,24.899999999999977,16.61,inflexible
A4197_4,Central,24.90000000000001,16.67,inflexible
A4197_5,Central,24.80000000000001,16.73,inflexible
A4197_6,Central,24.90000000000001,16.8,inflexible
A4197_7,Central,24.899999999999977,16.86,inflexible
A4197_8,Central,24.900000000000038,16.92,inflexible
A4198_0,Central,80.0,16.43,inflexible
A4198_1,Central,25.700000000000003,16.49,inflexible
A4198_2,Central,25.60000000000001,16.55,inflexible
A4198_3,Central,25.69999999999999,16.61,inflexible
A4198_4,Central,25.69999999999999,16.68,inflexible
A4198_5,Central,25.600000000000023,16.74,inflexible
A4198_6,Central,25.69999999999999,16.81,inflexible
A4198_7,Central,25.69999999999999,16.87,inflexible
A4198_8,Central,25.600000000000023,16.94,inflexible
A4221,Central,600.0,0.0,wind
A4222,Central,15.0,255.0,flexible
A4230_0,Central,23.0,17.46,inflexible
A4230_1,Central,11.799999999999995,17.64,inflexible
A4230_2,Central,11.800000000000004,17.84,inflexible
A4230_3,Central,11.699999999999996,18.08,inflexible
A4230_4,Central,11.799999999999995,18.34,inflexible
A4230_5,Central,11.800000000000011,18.63,inflexible
A4230_6,Central,11.799999999999995,18.95,inflexible
A4230_7,Central,11.700000000000005,19.3,inflexible
A4230_8,Central,11.799999999999995,19.68,inflexible
A4236_0,Central,182.7,11.98,inflexible
A4236_1,Central,11.200000000000015,12.01,inflexible
A4236_2,Central,11.199999999999989,12.1,inflexible
A4236_3,Central,11.200000000000015,12.27,inflexible
A4236_4,Central,11.299999999999985,12.51,inflexible
A4236_5,Central,11.200000000000015,12.81,inflexible
A4240,Central,12.4,-34.36,wind
A4259_0,Central,22.0,21.88,inflexible
A4259_1,Central,6.399999999999999,22.48,inflexible
A4259_2,Central,6.300000000000004,23.08,inflexible
A4259_3,Central,6.399999999999999,23.69,inflexible
A4259_4,Central,6.299999999999997,24.29,inflexible
A4259_5,Central,6.399999999999999,24.89,inflexible
A4259_6,Central,6.300000000000004,25.49,inflexible
A4259_7,Central,6.399999999999999,26.1,inflexible
A4259_8,Central,6.299999999999997,26.7,inflexible
A4261_0,Central,4.0,36.67,inflexible
A4261_1,Central,1.7000000000000002,37.55,inflexible
A4261_2,Central,1.5999999999999996,38.38,flexible
A4261_3,Central,1.7000000000000002,39.26,flexible
A4261_4,Central,1.6999999999999993,40.13,flexible
A4261_5,Central,1.6000000000000014,40.96,flexible
A4261_6,Central,1.6999999999999993,41.84,flexible
A4261_7,Central,1.6999999999999993,42.72,flexible
A4261_8,Central,1.6000000000000014,43.55,flexible
A4262_0,Central,17.0,22.77,inflexible
A4262_1,Central,0.3999999999999986,22.81,inflexible
A4262_2,Central,0.5,22.87,inflexible
A4262_3,Central,0.4000000000000021,22.91,inflexible
A4262_4,Central,0.5,22.97,inflexible
A4262_5,Central,0.3999999999999986,23.01,inflexible
A4262_6,Central,0.5,23.07,inflexible
A4262_7,Central,0.4000000000000021,23.11,inflexible
A4262_8,Central,0.5,23.17,inflexible
A4268_0,Central,0.1,18.83,inflexible
A4268_1,Central,51.9,23.07,inflexible
A4268_2,Central,6.0,23.56,inflexible
A4268_3,Central,6.0,24.05,inflexible
A4268_4,Central,6.0,24.54,inflexible
A4268_5,Central,6.0,25.03,inflexible
A4268_6,Central,6.0,25.52,inflexible
A4268_7,Central,6.0,26.01,inflexible
A4268_8,Central,6.0,26.5,inflexible
A4282,Central,20.0,56.5,flexible
A4368,North,180.0,10.46,inflexible
A4373_0,Central,100.0,15.28,inflexible
A4373_1,Central,9.799999999999995,15.68,inflexible
A4373_2,Central,9.700000000000005,16.09,inflexible
A4373_3,Central,9.699999999999989,16.49,inflexible
A4373_4,Central,9.800000000000011,16.89,inflexible
A4373_5,Central,9.800000000000011,17.29,inflexible
A4373_6,Central,9.699999999999989,17.69,inflexible
A4373_7,Central,9.699999999999989,18.09,inflexible
A4377_0,Central,7.0,45.71,flexible
A4377_1,Central,8.0,51.13,flexible
A4377_2,Central,4.0,55.74,flexible
A4378_0,Central,10.0,35.28,inflexible
A4378_1,Central,46.0,47.87,flexible
A4386_0,North,32.0,16.23,inflexible
A4386_1,North,2.0,16.32,inflexible
A4386_2,North,2.0,16.42,inflexible
A4386_3,North,2.0,16.51,inflexible
A4386_4,North,2.0,16.61,inflexible
A4386_5,North,2.0,16.7,inflexible
A4386_6,North,2.0,16.8,inflexible
A4386_7,North,2.0,16.89,inflexible
A4387_0,North,32.0,16.23,inflexible
A4387_1,North,2.0,16.32,inflexible
A4387_2,North,2.0,16.42,inflexible
A4387_3,North,2.0,16.51,inflexible
A4387_4,North,2.0,16.61,inflexible
A4387_5,North,2.0,16.7,inflexible
A4387_6,North,2.0,16.8,inflexible
A4387_7,North,2.0,16.89,inflexible
A4390_0,North,28.0,16.04,inflexible
A4390_1,North,2.5,16.16,inflexible
A4390_2,North,2.5,16.27,inflexible
A4390_3,North,2.5,16.39,inflexible
A4390_4,North,2.5,16.51,inflexible
A4390_5,North,2.5,16.63,inflexible
A4390_6,North,2.5,16.75,inflexible
A4390_7,North,2.5,16.87,inflexible
A4412,Central,3.0,22.85,inflexible
A4430,North,999.0,0.0,wind
A4433,North,999.0,0.0,wind
A4434,North,999.0,0.0,wind
A4437,North,57.0,0.0,wind
A4438,North,122.0,0.0,wind
A4440,North,88.5,0.0,wind
A4441,North,154.2,0.0,wind
A4442,North,8.2,0.0,wind
A4489,Central,191.0,59.4,flexible
A4491,Central,382.0,54.28,flexible
A4493,Central,382.0,54.28,flexible
A4500_0,Central,497.0,13.19,inflexible
A4500_1,Central,100.0,18.61,inflexible
A4528_0,North,11.0,18.94,inflexible
A4528_1,North,4.0,19.37,inflexible
A4528_2,North,4.0,19.8,inflexible
A4528_3,North,4.0,20.23,inflexible
A4528_4,North,4.0,20.66,inflexible
A4529_0,North,11.0,18.95,inflexible
A4529_1,North,4.0,19.38,inflexible
A4529_2,North,4.0,19.81,inflexible
A4529_3,North,4.0,20.24,inflexible
A4529_4,North,4.0,20.67,inflexible
A4557,North,0.1,-35.08,wind
A4558_0,North,1.0,7.2,inflexible
A4558_1,North,279.0,14.8,inflexible
A4570_0,North,158.0,8.86,inflexible
A4570_1,North,17.5,9.06,inflexible
A4570_2,North,17.5,9.26,inflexible
A4570_3,North,17.5,9.46,inflexible
A4570_4,North,17.5,9.66,inflexible
A4570_5,North,30.0,10.0,inflexible
A4570_6,North,5.0,12.62,inflexible
A4570_7,North,17.5,13.36,inflexible
A4571_0,North,158.0,8.86,inflexible
A4571_1,North,17.5,9.06,inflexible
A4571_2,North,17.5,9.26,inflexible
A4571_3,North,17.5,9.46,inflexible
A4571_4,North,17.5,9.66,inflexible
A4571_5,North,30.0,10.0,inflexible
A4571_6,North,5.0,12.62,inflexible
A4571_7,North,17.5,13.36,inflexible
A4583_0,North,7.0,181.96,flexible
A4583_1,North,0.2999999999999998,182.93,flexible
A4587,North,6.3,-2.0,wind
A4588,North,200.0,0.0,wind
A4602,North,4.8,-2.0,wind
A4608,North,4.0,60.24,flexible
A4611,North,6.0,178.75,flexible
A4612,North,15.0,70.89,flexible
A4621,North,10.0,0.0,wind
A4626_0,Central,171.0,5.6,inflexible
A4626_1,Central,0.0999999999999943,100.0,flexible
A4639_0,Central,13.7,-48.73,wind
A4639_1,Central,1.0,-48.72,wind
A4683,North,5.0,161.11,flexible
A4727_0,Central,50.0,39.11,flexible
A4727_1,Central,8.0,39.28,flexible
A4727_2,Central,7.0,39.46,flexible
A4727_3,Central,8.0,39.64,flexible
A4727_4,Central,7.0,39.82,flexible
A4728_0,Central,50.0,39.11,flexible
A4728_1,Central,8.0,39.28,flexible
A4728_2,Central,7.0,39.46,flexible
A4728_3,Central,8.0,39.64,flexible
A4728_4,Central,7.0,39.82,flexible
A4731_0,Central,50.0,39.11,flexible
A4731_1,Central,8.0,39.28,flexible
A4731_2,Central,7.0,39.46,flexible
A4731_3,Central,8.0,39.64,flexible
A4731_4,Central,7.0,39.82,flexible
A4732_0,Central,50.0,39.11,flexible
A4732_1,Central,8.0,39.28,flexible
A4732_2,Central,7.0,39.46,flexible
A4732_3,Central,8.0,39.64,flexible
A4732_4,Central,7.0,39.82,flexible
A4733_0,Central,50.0,39.11,flexible
A4733_1,Central,8.0,39.28,flexible
A4733_2,Central,7.0,39.46,flexible
A4733_3,Central,8.0,39.64,flexible
A4733_4,Central,7.0,39.82,flexible
A4734_0,Central,50.0,39.11,flexible
A4734_1,Central,8.0,39.28,flexible
A4734_2,Central,7.0,39.46,flexible
A4734_3,Central,8.0,39.64,flexible
A4734_4,Central,7.0,39.82,flexible
A4762_0,Central,161.0,17.04,inflexible
A4762_1,Central,25.19999999999999,17.2,inflexible
A4762_2,Central,25.100000000000023,17.35,inflexible
A4762_3,Central,25.19999999999999,17.51,inflexible
A4762_4,Central,25.100000000000023,17.67,inflexible
A4762_5,Central,25.19999999999999,17.82,inflexible
A4762_6,Central,25.09999999999997,17.98,inflexible
A4762_7,Central,25.200000000000045,18.14,inflexible
A4762_8,Central,25.09999999999997,18.29,inflexible
A4783_0,North,3.0,169.12,flexible
A4783_1,North,1.0,172.33,flexible
A4800_0,Central,69.0,9.71,inflexible
A4800_1,Central,61.0,9.73,inflexible
A4819,Central,5.0,22.85,inflexible
A4830_0,North,80.0,18.89,inflexible
A4830_1,North,8.400000000000006,19.2,inflexible
A4830_2,North,8.399999999999991,19.52,inflexible
A4830_3,North,8.400000000000006,19.83,inflexible
A4830_4,North,8.399999999999991,20.15,inflexible
A4830_5,North,8.400000000000006,20.46,inflexible
A4830_6,North,8.400000000000006,20.77,inflexible
A4830_7,North,8.400000000000006,21.09,inflexible
A4830_8,North,8.399999999999977,21.4,inflexible
A5247_0,Central,200.0,24.0,inflexible
A5247_1,Central,1.0,45.0,flexible
A5247_2,Central,24.0,46.0,flexible
A5248_0,Central,200.0,24.0,inflexible
A5248_1,Central,1.0,45.0,flexible
A5248_2,Central,24.0,46.0,flexible
A5258_0,Central,1.0,13.95,inflexible
A5258_1,Central,614.1,14.8,inflexible
A5258_2,Central,4.899999999999977,14.81,inflexible
A5259_0,Central,1.0,12.46,inflexible
A5259_1,Central,614.1,14.81,inflexible
A5259_2,Central,4.899999999999977,14.83,inflexible
A5260_0,Central,1.0,12.17,inflexible
A5260_1,Central,619.0,13.96,inflexible
A5261_0,Central,1.0,12.54,inflexible
A5261_1,Central,619.0,13.54,inflexible
A5262_0,Central,1.0,12.98,inflexible
A5262_1,Central,499.0,14.73,inflexible
A5262_2,Central,120.0,15.15,inflexible
A5263_0,Central,1.0,12.71,inflexible
A5263_1,Central,629.0,14.53,inflexible
A5266_0,Central,1.0,20.91,inflexible
A5266_1,Central,129.0,24.94,inflexible
A5267_0,Central,1.0,20.91,inflexible
A5267_1,Central,129.0,24.94,inflexible
A5268_0,Central,1.0,22.91,inflexible
A5268_1,Central,269.0,27.88,inflexible
A5269_0,Central,1.0,24.1,inflexible
A5269_1,Central,319.0,26.06,inflexible
A5288_0,Central,1.0,105.99,flexible
A5288_1,Central,56.0,139.45,flexible
A5291_0,Central,1.0,65.33,flexible
A5291_1,Central,56.0,119.4,flexible
A5292_0,Central,1.0,75.1,flexible
A5292_1,Central,56.0,114.32,flexible
A5293_0,Central,1.0,93.33,flexible
A5293_1,Central,56.0,101.12,flexible
A5299_0,Central,1.0,20.31,inflexible
A5299_1,Central,94.0,38.49,flexible
A5300_0,Central,1.0,20.31,inflexible
A5300_1,Central,94.0,38.49,flexible
A5305_0,Central,1.0,26.68,inflexible
A5305_1,Central,134.0,36.0,inflexible
A5306_0,Central,1.0,26.68,inflexible
A5306_1,Central,134.0,36.0,inflexible
A5307_0,Central,1.0,22.74,inflexible
A5307_1,Central,44.0,28.12,inflexible
A5308_0,Central,1.0,22.74,inflexible
A5308_1,Central,44.0,28.12,inflexible
A5309_0,Central,1.0,22.74,inflexible
A5309_1,Central,44.0,28.12,inflexible
A5310_0,Central,1.0,22.74,inflexible
A5310_1,Central,44.0,28.12,inflexible
A5311_0,Central,1.0,20.69,inflexible
A5311_1,Central,47.0,28.18,inflexible
A5312_0,Central,1.0,20.69,inflexible
A5312_1,Central,47.0,28.18,inflexible
A5313_0,Central,1.0,20.69,inflexible
A5313_1,Central,47.0,28.18,inflexible
A5314_0,Central,1.0,20.69,inflexible
A5314_1,Central,47.0,28.18,inflexible
A5317_0,Central,1.0,30.23,inflexible
A5317_1,Central,134.0,37.94,inflexible
A5319,Central,60.0,33.89,inflexible
A5320_0,Central,1.0,20.14,inflexible
A5320_1,Central,94.0,38.53,flexible
A5321_0,Central,1.0,20.14,inflexible
A5321_1,Central,94.0,38.53,flexible
A5322_0,Central,1.0,20.14,inflexible
A5322_1,Central,94.0,38.53,flexible
A5323_0,Central,1.0,20.14,inflexible
A5323_1,Central,94.0,38.53,flexible
A5325,Central,95.0,31.25,inflexible
A5326,Central,95.0,31.25,inflexible
A5327,Central,95.0,31.25,inflexible
A5328,Central,95.0,31.25,inflexible
A5329,Central,95.0,31.25,inflexible
A5330,Central,95.0,31.25,inflexible
A5331,Central,95.0,31.25,inflexible
A5332,Central,95.0,31.25,inflexible
A5343_0,Central,125.0,12.78,inflexible
A5343_1,Central,50.0,13.29,inflexible
A5343_2,Central,50.0,13.8,inflexible
A5343_3,Central,75.0,14.57,inflexible
A5343_4,Central,75.0,15.34,inflexible
A5343_5,Central,75.0,16.11,inflexible
A5343_6,Central,75.0,16.88,inflexible
A5343_7,Central,25.0,34.14,inflexible
A5343_8,Central,35.0,34.49,inflexible
A5353,Central,2.2,206.36,flexible
A5354,Central,4.7,206.36,flexible
A5355,Central,2.4,206.36,flexible
A5357,Central,21.0,206.36,flexible
A5358,Central,8.4,206.36,flexible
A5359,Central,1.3,206.36,flexible
A5360,Central,5.5,206.36,flexible
A5362,Central,13.9,206.36,flexible
A5363,Central,7.0,206.36,flexible
A5365,Central,5.8,206.36,flexible
A5366,Central,11.7,206.36,flexible
A5369,Central,19.3,206.36,flexible
A5370,Central,5.5,206.36,flexible
A5371,Central,4.0,206.36,flexible
A5372,Central,9.9,206.36,flexible
A5374,Central,25.0,100.0,flexible
A5375,Central,17.0,73.0,flexible
A5376,Central,21.0,92.0,flexible
A5377,Central,25.0,100.0,flexible
A5378,Central,16.0,73.0,flexible
A5380,Central,17.0,239.0,flexible
A5385_0,Central,42.0,25.44,inflexible
A5385_1,Central,1.0,25.49,inflexible
A5386_0,Central,42.0,23.85,inflexible
A5386_1,Central,1.0,23.86,inflexible
A5387_0,Central,42.0,24.12,inflexible
A5387_1,Central,1.0,24.14,inflexible
A5388_0,Central,42.0,23.88,inflexible
A5388_1,Central,1.0,23.89,inflexible
A5389_0,Central,42.0,23.54,inflexible
A5389_1,Central,1.0,23.55,inflexible
A5390_0,Central,42.0,23.72,inflexible
A5390_1,Central,1.0,23.74,inflexible
A5391_0,Central,42.0,22.69,inflexible
A5391_1,Central,1.0,22.72,inflexible
A5392_0,Central,42.0,23.84,inflexible
A5392_1,Central,1.0,23.86,inflexible
A5393,Central,44.9,61.63,flexible
A5410,Central,1086.0,0.0,wind
A5420_0,Central,230.0,16.05,inflexible
A5420_1,Central,40.0,16.35,inflexible
A5420_2,Central,40.0,16.65,inflexible
A5420_3,Central,40.0,16.95,inflexible
A5420_4,Central,40.0,17.26,inflexible
A5420_5,Central,40.0,17.56,inflexible
A5420_6,Central,40.0,17.86,inflexible
A5420_7,Central,40.0,18.16,inflexible
A5420_8,Central,40.0,35.47,inflexible
A5422_0,Central,230.0,15.58,inflexible
A5422_1,Central,41.0,16.1,inflexible
A5422_2,Central,41.0,16.63,inflexible
A5422_3,Central,41.0,17.15,inflexible
A5422_4,Central,41.0,17.68,inflexible
A5422_5,Central,41.0,18.2,inflexible
A5422_6,Central,41.0,18.73,inflexible
A5422_7,Central,41.0,19.25,inflexible
A5422_8,Central,41.0,19.78,inflexible
A5427_0,Central,135.0,14.24,inflexible
A5427_1,Central,21.69999999999999,14.61,inflexible
A5427_2,Central,21.700000000000017,14.98,inflexible
A5427_3,Central,21.69999999999999,15.35,inflexible
A5427_4,Central,21.700000000000017,15.72,inflexible
A5427_5,Central,21.69999999999999,16.09,inflexible
A5427_6,Central,21.69999999999999,16.46,inflexible
A5427_7,Central,21.69999999999999,16.83,inflexible
A5427_8,Central,21.700000000000045,17.2,inflexible
A5433_0,Central,320.0,14.32,inflexible
A5433_1,Central,103.0,14.37,inflexible
A5433_2,Central,39.0,14.42,inflexible
A5433_3,Central,1.0,18.74,inflexible
A5433_4,Central,108.0,26.94,inflexible
A5435_0,Central,188.0,11.29,inflexible
A5435_1,Central,56.0,11.41,inflexible
A5435_2,Central,11.0,21.44,inflexible
A5436,Central,145.0,0.0,wind
A5438_0,Central,3.0,1.0,inflexible
A5438_1,Central,247.0,24.99,inflexible
A5445_0,North,10.0,79.62,flexible
A5445_1,North,1.3000000000000007,81.2,flexible
A5464,Central,6.0,0.01,inflexible
A5504,North,4.0,-10.0,wind
A5506,North,30.0,0.0,wind
A5507,North,0.1,-1.0,wind
A5508,North,30.0,0.0,wind
A5511,North,50.0,-35.51,wind
A5538_0,North,6.0,74.78,flexible
A5538_1,North,1.2000000000000002,76.23,flexible
A5540_0,North,6.0,161.44,flexible
A5540_1,North,1.4000000000000004,161.89,flexible
A5541_0,North,5.0,69.53,flexible
A5541_1,North,0.4000000000000003,69.98,flexible
A5542_0,North,113.0,18.5,inflexible
A5542_1,North,51.0,19.05,inflexible
A5542_2,North,39.0,19.48,inflexible
A5542_3,North,39.0,19.9,inflexible
A5542_4,North,39.0,20.32,inflexible
A5542_5,North,39.0,20.75,inflexible
A5542_6,North,39.0,21.17,inflexible
A5542_7,North,14.0,21.32,inflexible
A5543,North,540.0,7.6,inflexible
A5548,North,25.0,300.0,flexible
A5549,North,25.0,300.0,flexible
A5588_0,Central,330.0,8.74,inflexible
A5588_1,Central,10.300000000000011,8.83,inflexible
A5588_2,Central,190.2,12.87,inflexible
A5588_3,Central,49.89999999999998,15.87,inflexible
A5588_4,Central,0.1000000000000227,37.87,inflexible
A5616,Central,121.8,0.0,wind
A5640_0,North,45.0,0.0,wind
A5640_1,North,1.0,12.0,inflexible
A5641_0,North,52.5,12.48,inflexible
A5641_1,North,10.5,12.57,inflexible
A5641_2,North,10.5,12.65,inflexible
A5641_3,North,10.5,12.74,inflexible
A5641_4,North,10.5,12.82,inflexible
A5641_5,North,10.5,12.91,inflexible
A5641_6,North,10.5,12.99,inflexible
A5641_7,North,10.5,13.08,inflexible
A5641_8,North,10.5,13.16,inflexible
A5647_0,North,263.7,18.41,inflexible
A5647_1,North,87.90000000000003,18.72,inflexible
A5647_2,North,32.0,19.36,inflexible
A5647_3,North,15.899999999999975,19.79,inflexible
A5647_4,North,40.0,21.16,inflexible
A5647_5,North,24.0,22.19,inflexible
A5648_0,North,66.3,18.41,inflexible
A5648_1,North,22.10000000000001,18.72,inflexible
A5648_2,North,8.0,19.36,inflexible
A5648_3,North,4.099999999999994,19.79,inflexible
A5648_4,North,10.0,21.16,inflexible
A5648_5,North,6.0,22.19,inflexible
A5657,North,0.1,0.01,inflexible
A5663,North,0.1,0.0,wind
A5673,North,190.0,13.54,inflexible
A5674,North,190.0,13.54,inflexible
A5679_0,North,5.0,0.1,inflexible
A5679_1,North,5.0,0.15,inflexible
A5692,North,1.0,-34.33,wind
A5693,North,1.8,0.0,wind
