id,node,capacity (MW),offer ($/MW),type
A7980,Central,60.5,28.66,inflexible
A7984,Central,58.5,-23.44,wind
A7985,Central,11.7,-23.44,wind
A7986,Central,22.7,-23.44,wind
A8014_0,North,5.0,0.0,wind
A8014_1,North,94.0,0.5,inflexible
A8015_0,North,0.1,-10.0,wind
A8015_1,North,49.9,-9.5,wind
A8016_0,North,0.1,-10.0,wind
A8016_1,North,35.9,-9.5,wind
A8021,North,7.0,-5.0,wind
A8022,North,23.0,0.0,wind
A8030,North,50.0,0.0,wind
A8034,North,13.2,0.0,wind
A8035,North,13.2,0.0,wind
A8073,North,150.0,-12.0,wind
A8157,North,98.9,0.0,wind
A8264,Central,5.6,8.5,inflexible
A8281,Central,103.1,0.0,wind
A8288,North,80.0,-46.0,wind
A8301,North,200.0,-35.08,wind
A8492_0,Central,12.0,17.47,inflexible
A8492_1,Central,4.0,20.0,inflexible
A8492_2,Central,6.0,20.11,inflexible
A8493_0,Central,12.0,17.47,inflexible
A8493_1,Central,4.0,20.0,inflexible
A8493_2,Central,6.0,20.11,inflexible
A8494_0,Central,12.0,17.47,inflexible
A8494_1,Central,4.0,20.0,inflexible
A8494_2,Central,6.0,20.11,inflexible
A8534,Central,30.0,0.0,wind
A8535,Central,100.5,-9.25,wind
A8541_0,South,50.0,21.41,inflexible
A8541_1,South,20.0,21.42,inflexible
A8541_2,South,5.0,21.43,inflexible
A8542_0,South,50.0,26.51,inflexible
A8542_1,South,14.0,28.01,inflexible
A8542_2,South,10.0,29.51,inflexible
A8542_0,South,50.0,26.51,inflexible
A8542_1,South,14.0,28.01,inflexible
A8542_2,South,10.0,29.51,inflexible
A8542_0,South,50.0,26.51,inflexible
A8542_1,South,14.0,28.01,inflexible
A8542_2,South,10.0,29.51,inflexible
A8543_0,South,50.0,26.01,inflexible
A8543_1,South,14.0,27.01,inflexible
A8543_2,South,11.0,28.01,inflexible
A8543_0,South,50.0,26.01,inflexible
A8543_1,South,14.0,27.01,inflexible
A8543_2,South,11.0,28.01,inflexible
A8543_0,South,50.0,26.01,inflexible
A8543_1,South,14.0,27.01,inflexible
A8543_2,South,11.0,28.01,inflexible
A8544_0,South,50.0,27.01,inflexible
A8544_1,South,14.0,29.01,inflexible
A8544_2,South,11.0,31.01,inflexible
A8544_0,South,50.0,27.01,inflexible
A8544_1,South,14.0,29.01,inflexible
A8544_2,South,11.0,31.01,inflexible
A8544_0,South,50.0,27.01,inflexible
A8544_1,South,14.0,29.01,inflexible
A8544_2,South,11.0,31.01,inflexible
A8545_0,South,35.0,25.27,inflexible
A8545_1,South,44.0,26.27,inflexible
A8545_2,South,13.0,27.27,inflexible
A8545_0,South,35.0,25.27,inflexible
A8545_1,South,44.0,26.27,inflexible
A8545_2,South,13.0,27.27,inflexible
A8545_0,South,35.0,25.27,inflexible
A8545_1,South,44.0,26.27,inflexible
A8545_2,South,13.0,27.27,inflexible
A8546_0,South,35.0,27.31,inflexible
A8546_1,South,46.0,30.31,inflexible
A8546_2,South,11.0,33.31,inflexible
A8546_0,South,35.0,27.31,inflexible
A8546_1,South,46.0,30.31,inflexible
A8546_2,South,11.0,33.31,inflexible
A8546_0,South,35.0,27.31,inflexible
A8546_1,South,46.0,30.31,inflexible
A8546_2,South,11.0,33.31,inflexible
A8547_0,South,74.0,28.63,inflexible
A8547_1,South,18.0,31.63,inflexible
A8547_2,South,7.0,34.63,inflexible
A8547_0,South,74.0,28.63,inflexible
A8547_1,South,18.0,31.63,inflexible
A8547_2,South,7.0,34.63,inflexible
A8547_0,South,74.0,28.63,inflexible
A8547_1,South,18.0,31.63,inflexible
A8547_2,South,7.0,34.63,inflexible
A8548_0,South,74.0,28.38,inflexible
A8548_1,South,18.0,31.38,inflexible
A8548_2,South,7.0,34.38,inflexible
A8548_0,South,74.0,28.38,inflexible
A8548_1,South,18.0,31.38,inflexible
A8548_2,South,7.0,34.38,inflexible
A8548_0,South,74.0,28.38,inflexible
A8548_1,South,18.0,31.38,inflexible
A8548_2,South,7.0,34.38,inflexible
A8549_0,South,225.0,28.67,inflexible
A8549_1,South,155.0,30.22,inflexible
A8549_2,South,1.0,35.23,inflexible
A8549_3,South,169.0,36.92,inflexible
A8549_0,South,225.0,28.67,inflexible
A8549_1,South,155.0,30.22,inflexible
A8549_2,South,1.0,35.23,inflexible
A8549_3,South,169.0,36.92,inflexible
A8549_0,South,225.0,28.67,inflexible
A8549_1,South,155.0,30.22,inflexible
A8549_2,South,1.0,35.23,inflexible
A8549_3,South,169.0,36.92,inflexible
A8550_0,South,100.0,20.88,inflexible
A8550_1,South,400.0,23.77,inflexible
A8550_2,South,1.0,28.78,inflexible
A8550_3,South,44.0,29.09,inflexible
A8550_4,South,25.0,29.27,inflexible
A8550_0,South,100.0,20.88,inflexible
A8550_1,South,400.0,23.77,inflexible
A8550_2,South,1.0,28.78,inflexible
A8550_3,South,44.0,29.09,inflexible
A8550_4,South,25.0,29.27,inflexible
A8550_0,South,100.0,20.88,inflexible
A8550_1,South,400.0,23.77,inflexible
A8550_2,South,1.0,28.78,inflexible
A8550_3,South,44.0,29.09,inflexible
A8550_4,South,25.0,29.27,inflexible
A8554_0,South,150.0,17.35,inflexible
A8554_1,South,25.0,18.42,inflexible
A8554_2,South,25.0,19.66,inflexible
A8554_3,South,20.0,20.77,inflexible
A8554_4,South,1.0,20.83,inflexible
A8554_5,South,54.0,24.36,inflexible
A8554_6,South,30.0,26.66,inflexible
A8558_0,South,55.0,41.63,flexible
A8558_1,South,30.0,41.64,flexible
A8559_0,South,55.0,31.63,inflexible
A8559_1,South,30.0,31.64,inflexible
A8560,South,48.0,36.82,inflexible
A8561,South,48.0,36.82,inflexible
A8563,South,11.6,39.21,flexible
A8564_0,South,8.0,28.7,inflexible
A8564_1,South,4.199999999999999,29.06,inflexible
A8564_2,South,4.199999999999999,29.42,inflexible
A8564_3,South,4.200000000000003,29.78,inflexible
A8564_4,South,4.199999999999999,30.14,inflexible
A8565_0,South,8.0,29.85,inflexible
A8565_1,South,8.600000000000001,31.94,inflexible
A8565_2,South,7.599999999999998,33.78,inflexible
A8565_3,South,7.600000000000001,35.62,inflexible
A8565_4,South,7.599999999999998,37.46,inflexible
A8566,South,48.0,36.23,inflexible
A8567,South,48.0,36.23,inflexible
A8570,South,13.0,1.0,inflexible
A8573_0,South,6.0,49.32,flexible
A8573_1,South,9.0,57.32,flexible
A8573_2,South,5.0,65.32,flexible
A8573_0,South,6.0,49.32,flexible
A8573_1,South,9.0,57.32,flexible
A8573_2,South,5.0,65.32,flexible
A8573_0,South,6.0,49.32,flexible
A8573_1,South,9.0,57.32,flexible
A8573_2,South,5.0,65.32,flexible
A8574_0,South,5.0,52.94,flexible
A8574_1,South,2.0,60.94,flexible
A8574_2,South,7.0,68.94,flexible
A8574_0,South,5.0,52.94,flexible
A8574_1,South,2.0,60.94,flexible
A8574_2,South,7.0,68.94,flexible
A8574_0,South,5.0,52.94,flexible
A8574_1,South,2.0,60.94,flexible
A8574_2,South,7.0,68.94,flexible
A8577_0,South,5.0,47.56,flexible
A8577_1,South,9.0,55.56,flexible
A8577_2,South,6.0,63.56,flexible
A8577_0,South,5.0,47.56,flexible
A8577_1,South,9.0,55.56,flexible
A8577_2,South,6.0,63.56,flexible
A8577_0,South,5.0,47.56,flexible
A8577_1,South,9.0,55.56,flexible
A8577_2,South,6.0,63.56,flexible
A8578_0,South,5.0,52.0,flexible
A8578_1,South,6.0,62.0,flexible
A8578_2,South,3.0,72.0,flexible
A8578_0,South,5.0,52.0,flexible
A8578_1,South,6.0,62.0,flexible
A8578_2,South,3.0,72.0,flexible
A8578_0,South,5.0,52.0,flexible
A8578_1,South,6.0,62.0,flexible
A8578_2,South,3.0,72.0,flexible
A8579_0,South,5.0,51.43,flexible
A8579_1,South,6.0,59.43,flexible
A8579_2,South,5.0,67.43,flexible
A8579_0,South,5.0,51.43,flexible
A8579_1,South,6.0,59.43,flexible
A8579_2,South,5.0,67.43,flexible
A8579_0,South,5.0,51.43,flexible
A8579_1,South,6.0,59.43,flexible
A8579_2,South,5.0,67.43,flexible
A8581_0,South,6.0,49.37,flexible
A8581_1,South,2.0,57.37,flexible
A8581_2,South,6.0,65.37,flexible
A8581_0,South,6.0,49.37,flexible
A8581_1,South,2.0,57.37,flexible
A8581_2,South,6.0,65.37,flexible
A8581_0,South,6.0,49.37,flexible
A8581_1,South,2.0,57.37,flexible
A8581_2,South,6.0,65.37,flexible
A8723,Central,61.2,-33.67,wind
A8724,Central,51.9,-33.67,wind
A8734_0,Central,140.0,8.11,inflexible
A8734_1,Central,26.80000000000001,8.43,inflexible
A8734_2,Central,26.799999999999983,8.74,inflexible
A8734_3,Central,26.80000000000001,9.06,inflexible
A8734_4,Central,26.69999999999999,9.37,inflexible
A8734_5,Central,19.40000000000001,9.6,inflexible
A8734_6,Central,34.19999999999999,13.5,inflexible
A8735_0,South,1.0,6.62,inflexible
A8735_1,South,499.0,14.42,inflexible
A8735_2,South,65.0,15.44,inflexible
A8736_0,South,340.0,14.85,inflexible
A8736_1,South,30.0,15.1,inflexible
A8736_2,South,30.0,15.36,inflexible
A8736_3,South,30.0,15.62,inflexible
A8736_4,South,30.0,15.87,inflexible
A8736_5,South,36.0,16.18,inflexible
A8736_6,South,42.0,19.57,inflexible
A8736_7,South,1.0,27.91,inflexible
A8737_0,South,181.0,7.37,inflexible
A8737_1,South,19.0,7.42,inflexible
A8737_2,South,18.0,7.47,inflexible
A8737_3,South,19.0,7.52,inflexible
A8737_4,South,18.0,7.57,inflexible
A8737_5,South,19.0,7.62,inflexible
A8737_6,South,18.0,7.67,inflexible
A8737_7,South,42.0,7.72,inflexible
A8741_0,South,170.0,14.32,inflexible
A8741_1,South,20.0,14.88,inflexible
A8741_2,South,20.0,15.45,inflexible
A8741_3,South,20.0,16.02,inflexible
A8741_4,South,20.0,20.63,inflexible
A8742_0,South,340.0,15.15,inflexible
A8742_1,South,30.0,15.43,inflexible
A8742_2,South,25.0,15.66,inflexible
A8742_3,South,25.0,15.89,inflexible
A8742_4,South,20.0,16.08,inflexible
A8742_5,South,40.0,20.63,inflexible
A8747_0,South,115.0,5.45,inflexible
A8747_1,South,10.0,5.46,inflexible
A8747_2,South,42.0,10.26,inflexible
A8747_3,South,20.0,15.36,inflexible
A8747_4,South,5.0,87.69,flexible
A8758,South,8.5,57.0,flexible
A8759_0,South,1.0,5.97,inflexible
A8759_1,South,204.3,6.33,inflexible
A8759_2,South,205.3,6.7,inflexible
A8759_3,South,205.4,7.07,inflexible
A8759_4,South,287.4,7.58,inflexible
A8760_0,South,1.0,8.16,inflexible
A8760_1,South,241.2,8.39,inflexible
A8760_2,South,242.2,8.63,inflexible
A8760_3,South,242.20000000000005,8.86,inflexible
A8760_4,South,339.1,9.19,inflexible
A8764_0,South,1.0,10.65,inflexible
A8764_1,South,247.0,13.78,inflexible
A8764_2,South,1.0,16.46,inflexible
A8764_3,South,41.0,16.65,inflexible
A8765_0,South,1.0,10.65,inflexible
A8765_1,South,247.0,13.78,inflexible
A8765_2,South,1.0,16.46,inflexible
A8765_3,South,41.0,16.65,inflexible
A8766_0,South,1.0,13.74,inflexible
A8766_1,South,244.0,17.77,inflexible
A8766_2,South,1.0,20.7,inflexible
A8766_3,South,44.0,20.95,inflexible
A8769_0,South,337.0,33.09,inflexible
A8769_1,South,0.1000000000000227,60.0,flexible
A8769_2,South,1.0,60.1,flexible
A8775_0,South,1.0,2.1,inflexible
A8775_1,South,32.5,2.17,inflexible
A8775_2,South,33.599999999999994,2.25,inflexible
A8775_3,South,33.60000000000001,2.33,inflexible
A8775_4,South,46.89999999999999,2.44,inflexible
A8788_0,South,10.0,17.68,inflexible
A8788_1,South,5.0,17.85,inflexible
A8788_2,South,4.0,17.99,inflexible
A8788_3,South,1.0,18.03,inflexible
A8789_0,South,10.0,17.68,inflexible
A8789_1,South,5.0,17.85,inflexible
A8789_2,South,4.0,17.99,inflexible
A8789_3,South,1.0,18.03,inflexible
A8790_0,South,20.0,17.86,inflexible
A8790_1,South,10.0,17.98,inflexible
A8790_2,South,14.0,18.16,inflexible
A8790_3,South,2.0,18.19,inflexible
A8791_0,South,20.0,16.37,inflexible
A8791_1,South,10.0,16.4,inflexible
A8791_2,South,15.0,16.46,inflexible
A8791_3,South,3.0,16.47,inflexible
A8792_0,South,20.0,18.75,inflexible
A8792_1,South,10.0,18.81,inflexible
A8792_2,South,15.0,18.91,inflexible
A8792_3,South,2.0,18.92,inflexible
A8795_0,South,122.0,134.29,flexible
A8795_1,South,197.0,146.46,flexible
A8796,South,170.0,9.98,inflexible
A8797,South,27.0,3.51,inflexible
A8798_0,South,69.0,13.61,inflexible
A8798_1,South,0.0999999999999943,60.0,flexible
A8799_0,South,89.0,13.61,inflexible
A8799_1,South,0.0999999999999943,60.0,flexible
A8800_0,South,64.0,13.61,inflexible
A8800_1,South,0.0999999999999943,60.0,flexible
A8801_0,South,110.0,14.55,inflexible
A8801_1,South,40.0,16.96,inflexible
A8804,South,143.0,7.95,inflexible
A8821_0,South,1.0,17.63,inflexible
A8821_1,South,207.0,18.73,inflexible
A8821_2,South,208.0,19.84,inflexible
A8821_3,South,208.0,20.95,inflexible
A8821_4,South,291.20000000000005,22.51,inflexible
A8824_0,South,1.0,13.0,inflexible
A8824_1,South,127.0,13.47,inflexible
A8824_2,South,128.0,13.95,inflexible
A8824_3,South,128.0,14.43,inflexible
A8824_4,South,179.20000000000005,15.1,inflexible
A8825_0,South,1.0,15.01,inflexible
A8825_1,South,58.8,15.66,inflexible
A8825_2,South,59.7,16.33,inflexible
A8825_3,South,59.69999999999999,17.0,inflexible
A8825_4,South,83.69999999999999,17.94,inflexible
A8826_0,South,1.0,15.73,inflexible
A8826_1,South,60.0,16.09,inflexible
A8826_2,South,61.0,16.46,inflexible
A8826_3,South,61.0,16.82,inflexible
A8826_4,South,85.39999999999998,17.34,inflexible
A8828_0,South,1.0,16.4,inflexible
A8828_1,South,99.0,17.04,inflexible
A8828_2,South,100.0,17.68,inflexible
A8828_3,South,100.0,18.32,inflexible
A8828_4,South,140.0,19.22,inflexible
A8836_0,South,30.0,20.66,inflexible
A8836_1,South,13.0,21.21,inflexible
A8836_2,South,13.0,21.75,inflexible
A8836_3,South,13.0,22.29,inflexible
A8836_4,South,13.0,22.84,inflexible
A8836_5,South,13.0,23.38,inflexible
A8836_6,South,13.0,23.92,inflexible
A8836_7,South,13.0,24.47,inflexible
A8841_0,South,1.0,24.49,inflexible
A8841_1,South,58.0,24.53,inflexible
A8843_0,South,1.0,7.67,inflexible
A8843_1,South,89.0,21.35,inflexible
A8852_0,South,55.0,15.62,inflexible
A8852_1,South,11.0,15.67,inflexible
A8852_2,South,34.0,15.84,inflexible
A8852_3,South,50.0,16.08,inflexible
A8852_4,South,50.0,16.3,inflexible
A8852_5,South,50.0,16.54,inflexible
A8852_6,South,50.0,16.79,inflexible
A8852_7,South,50.0,17.01,inflexible
A8852_8,South,50.0,17.25,inflexible
A8854_0,South,1.0,15.3,inflexible
A8854_1,South,178.8,15.98,inflexible
A8854_2,South,179.8,16.66,inflexible
A8854_3,South,179.79999999999995,17.34,inflexible
A8854_4,South,251.70000000000005,18.3,inflexible
A8859_0,South,295.6,13.51,inflexible
A8859_1,South,41.0,14.03,inflexible
A8859_2,South,41.0,14.12,inflexible
A8859_3,South,41.0,14.49,inflexible
A8859_4,South,41.0,15.02,inflexible
A8859_5,South,41.0,15.71,inflexible
A8859_6,South,41.0,16.57,inflexible
A8859_7,South,41.19999999999993,16.67,inflexible
A8859_8,South,0.1000000000000227,23.45,inflexible
A8861_0,South,1.0,5.49,inflexible
A8861_1,South,511.0,11.95,inflexible
A8861_2,South,56.0,16.27,inflexible
A8862_0,South,1.0,3.65,inflexible
A8862_1,South,34.4,8.0,inflexible
A8862_2,South,35.4,12.48,inflexible
A8862_3,South,35.5,16.95,inflexible
A8862_4,South,49.60000000000001,23.22,inflexible
A8865_0,South,1.0,19.38,inflexible
A8865_1,South,205.0,20.7,inflexible
A8866_0,South,34.0,20.0,inflexible
A8866_1,South,46.0,20.01,inflexible
A8868_0,South,17.0,20.0,inflexible
A8868_1,South,24.0,20.01,inflexible
A8882,South,11.6,119.0,flexible
A8886_0,South,1.0,6.55,inflexible
A8886_1,South,238.2,6.73,inflexible
A8886_2,South,239.3,6.92,inflexible
A8886_3,South,239.29999999999995,7.1,inflexible
A8886_4,South,334.9000000000001,7.36,inflexible
A8890_0,South,87.0,15.98,inflexible
A8890_1,South,13.5,16.0,inflexible
A8892_0,South,1.0,15.61,inflexible
A8892_1,South,49.4,16.12,inflexible
A8892_2,South,50.4,16.64,inflexible
A8892_3,South,50.39999999999999,17.16,inflexible
A8892_4,South,70.60000000000002,17.88,inflexible
A8894_0,South,1.0,13.19,inflexible
A8894_1,South,86.2,14.17,inflexible
A8894_2,South,87.3,15.16,inflexible
A8894_3,South,87.30000000000001,16.15,inflexible
A8894_4,South,122.09999999999997,17.54,inflexible
A8895_0,South,1.0,12.73,inflexible
A8895_1,South,124.6,13.85,inflexible
A8895_2,South,125.6,14.98,inflexible
A8895_3,South,125.7,16.11,inflexible
A8895_4,South,175.89999999999998,17.68,inflexible
A8896_0,South,1.0,15.27,inflexible
A8896_1,South,108.3,15.89,inflexible
A8896_2,South,109.4,16.51,inflexible
A8896_3,South,109.40000000000003,17.13,inflexible
A8896_4,South,153.0,18.0,inflexible
A8897_0,South,45.0,0.0,wind
A8897_1,South,1.0,1.0,inflexible
A8897_2,South,2.0,2.0,inflexible
A8897_3,South,2.0,3.0,inflexible
A8898_0,South,55.0,32.11,inflexible
A8898_1,South,30.0,32.12,inflexible
A8899_0,South,1.0,2.61,inflexible
A8899_1,South,15.0,2.64,inflexible
A8899_2,South,16.0,2.66,inflexible
A8899_3,South,16.1,2.69,inflexible
A8899_4,South,22.4,2.72,inflexible
A8900_0,South,1.0,6.33,inflexible
A8900_1,South,89.0,19.67,inflexible
A8901_0,South,1.0,6.33,inflexible
A8901_1,South,89.0,19.67,inflexible
A8902_0,South,1.0,6.33,inflexible
A8902_1,South,89.0,19.67,inflexible
A8904_0,South,1.0,3.7,inflexible
A8904_1,South,20.1,3.71,inflexible
A8904_2,South,25.4,3.72,inflexible
A8905_0,South,1.0,8.17,inflexible
A8905_1,South,46.0,15.03,inflexible
A8906_0,South,1.0,8.17,inflexible
A8906_1,South,46.0,15.03,inflexible
A8907_0,South,1.0,8.17,inflexible
A8907_1,South,46.0,15.03,inflexible
A8910,South,34.0,35.06,inflexible
A8915_0,South,15.0,8.32,inflexible
A8915_1,South,27.200000000000003,9.98,inflexible
A8917_0,South,1.0,21.53,inflexible
A8917_1,South,99.2,22.0,inflexible
A8917_2,South,100.3,22.48,inflexible
A8917_3,South,100.3,22.96,inflexible
A8917_4,South,140.3,23.64,inflexible
A8918_0,South,1.0,19.82,inflexible
A8918_1,South,100.8,20.1,inflexible
A8918_2,South,101.9,20.39,inflexible
A8918_3,South,101.8,20.68,inflexible
A8918_4,South,142.5,21.08,inflexible
A8920_0,South,1.0,0.53,inflexible
A8920_1,South,31.200000000000003,0.54,inflexible
A8921,South,10.0,2.17,inflexible
A8922_0,South,1.0,14.78,inflexible
A8922_1,South,200.2,16.52,inflexible
A8922_2,South,201.1,18.28,inflexible
A8922_3,South,201.2,20.03,inflexible
A8922_4,South,281.6,22.49,inflexible
A8923_0,South,1.0,16.59,inflexible
A8923_1,South,202.2,17.36,inflexible
A8923_2,South,203.3,18.15,inflexible
A8923_3,South,203.29999999999995,18.93,inflexible
A8923_4,South,284.5,20.02,inflexible
A8969_0,North,335.0,10.0,inflexible
A8969_1,North,1.0,99.0,flexible
A8970_0,North,94.5,10.0,inflexible
A8970_1,North,0.0999999999999943,99.0,flexible
A8971,North,1.0,0.01,inflexible
A9015,North,140.8,-12.0,wind
A9016,North,251.1,-12.0,wind
A9227,North,10.0,0.0,wind
A9290_0,South,10.0,16.81,inflexible
A9290_1,South,15.0,17.15,inflexible
A9290_2,South,20.0,17.6,inflexible
A9290_3,South,20.0,18.05,inflexible
A9290_4,South,25.0,18.62,inflexible
A9290_5,South,0.0999999999999943,19.81,inflexible
A9290_6,South,59.900000000000006,19.82,inflexible
A9428,Central,999.0,-24.45,wind
A9429_0,North,9.0,25.0,inflexible
A9429_1,North,8.0,25.25,inflexible
A9429_2,North,9.0,25.3,inflexible
A9429_3,North,9.0,25.35,inflexible
A9429_4,North,9.0,25.4,inflexible
A9429_5,North,8.0,25.45,inflexible
A9429_6,North,9.0,25.5,inflexible
A9429_7,North,9.0,25.55,inflexible
A9429_8,North,9.0,25.6,inflexible
A9438_0,South,1.0,6.86,inflexible
A9438_1,South,529.0,10.69,inflexible
A9438_2,South,43.0,13.18,inflexible
A9480,North,1.0,-39.5,wind
A9514,North,112.6,-12.0,wind
A9674,Central,50.0,-23.44,wind
A9829_0,South,4.0,8.32,inflexible
A9829_1,South,1.0,20.8,inflexible
A9829_2,South,3.0,24.96,inflexible
A9830_0,South,4.0,8.32,inflexible
A9830_1,South,1.0,9.98,inflexible
A9830_2,South,198.2,14.14,inflexible
A9921,Central,14.0,-0.01,wind
A10199_0,Central,1.0,212.57,flexible
A10199_1,Central,0.1999999999999999,213.56,flexible
A10199_2,Central,0.1999999999999999,214.55,flexible
A10199_3,Central,0.3,216.04,flexible
A10199_4,Central,0.1999999999999999,217.03,flexible
A10199_5,Central,0.2000000000000001,218.02,flexible
A10199_6,Central,0.1999999999999997,219.01,flexible
A10199_7,Central,0.3000000000000002,220.5,flexible
A10199_8,Central,0.1999999999999997,221.49,flexible
A10200_0,Central,13.0,0.27,inflexible
A10200_1,Central,0.4000000000000003,0.28,inflexible
A10200_2,Central,0.5,0.29,inflexible
A10200_3,Central,0.4000000000000003,0.3,inflexible
A10200_4,Central,0.8999999999999986,0.31,inflexible
A10200_5,Central,0.5,0.32,inflexible
A10200_6,Central,0.4000000000000021,0.33,inflexible
A10200_7,Central,0.5,0.34,inflexible
A10203,Central,4.0,-0.01,wind
A10204,Central,13.3,0.0,wind
A10205_0,Central,3.0,0.07,inflexible
A10205_1,Central,2.7,0.12,inflexible
A10205_2,Central,2.6000000000000005,0.18,inflexible
A10205_3,Central,2.6999999999999997,0.23,inflexible
A10205_4,Central,2.6999999999999997,0.28,inflexible
A10205_5,Central,2.6000000000000014,0.34,inflexible
A10205_6,Central,2.6999999999999997,0.39,inflexible
A10205_7,Central,2.6999999999999997,0.44,inflexible
A10205_8,Central,2.6000000000000014,0.5,inflexible
A10206_0,Central,1.0,212.57,flexible
A10206_1,Central,0.1999999999999999,213.56,flexible
A10206_2,Central,0.1999999999999999,214.55,flexible
A10206_3,Central,0.3,216.04,flexible
A10206_4,Central,0.1999999999999999,217.03,flexible
A10206_5,Central,0.2000000000000001,218.02,flexible
A10206_6,Central,0.1999999999999997,219.01,flexible
A10206_7,Central,0.3000000000000002,220.5,flexible
A10206_8,Central,0.1999999999999997,221.49,flexible
A10207_0,Central,1.0,212.57,flexible
A10207_1,Central,0.1999999999999999,213.56,flexible
A10207_2,Central,0.1999999999999999,214.55,flexible
A10207_3,Central,0.3,216.04,flexible
A10207_4,Central,0.1999999999999999,217.03,flexible
A10207_5,Central,0.2000000000000001,218.02,flexible
A10207_6,Central,0.1999999999999997,219.01,flexible
A10207_7,Central,0.3000000000000002,220.5,flexible
A10207_8,Central,0.1999999999999997,221.49,flexible
A10261_0,North,9.0,188.0,flexible
A10261_1,North,9.1,188.1,flexible
A10261_2,North,7.199999999999999,188.2,flexible
A10376_0,South,240.0,18.45,inflexible
A10376_1,South,60.0,23.3,inflexible
A10376_2,South,0.1000000000000227,23.41,inflexible
A10378,South,185.0,19.17,inflexible
A10481_0,South,240.0,12.3,inflexible
A10481_1,South,18.0,12.48,inflexible
A10481_2,South,18.0,12.65,inflexible
A10481_3,South,18.0,12.83,inflexible
A10481_4,South,17.0,13.01,inflexible
A10481_5,South,18.0,13.19,inflexible
A10481_6,South,18.0,13.37,inflexible
A10481_7,South,18.0,13.54,inflexible
A10506,North,150.0,-34.77,wind
A10507,North,48.0,24.34,inflexible
A10522,North,200.0,-34.77,wind
A10557,North,168.9,-12.0,wind
A10558,North,168.9,-12.0,wind
A10559,North,164.2,-12.0,wind
A10738,Central,63.7,8.5,inflexible
A10780_0,North,0.1,10.0,inflexible
A10780_1,North,12.9,10.01,inflexible
A10833,North,154.3,-12.0,wind
A10834_0,South,35.0,15.5,inflexible
A10834_1,South,1.3999999999999986,15.56,inflexible
A10834_2,South,9.1,15.9,inflexible
A10834_3,South,9.1,16.2,inflexible
A10834_4,South,9.1,16.44,inflexible
A10995_0,North,10.0,40.0,flexible
A10995_1,North,4.0,40.01,flexible
A10995_2,North,2.0,40.02,flexible
A10996_0,North,1.0,0.01,inflexible
A10996_1,North,79.0,0.05,inflexible
A11047_0,North,3.0,12.4,inflexible
A11047_1,North,3.4000000000000004,14.03,inflexible
A11047_2,North,6.4,17.11,inflexible
A11047_3,North,6.300000000000001,20.14,inflexible
A11047_4,North,6.5,23.27,inflexible
A11219_0,Central,12.0,36.81,inflexible
A11219_1,Central,5.0,39.96,flexible
A11219_2,Central,5.0,40.06,flexible
A11251_0,Central,16.0,26.58,inflexible
A11251_1,Central,2.0,26.68,inflexible
A11251_2,Central,5.0,26.78,inflexible
A11255_0,Central,19.0,14.44,inflexible
A11255_1,Central,1.0,18.4,inflexible
A11255_2,Central,3.0,18.5,inflexible
A11256_0,Central,19.0,14.44,inflexible
A11256_1,Central,1.0,18.4,inflexible
A11256_2,Central,3.0,18.5,inflexible
A11271,Central,105.0,8.5,inflexible
A11273_0,Central,58.6,6.17,inflexible
A11273_1,Central,36.99999999999999,8.07,inflexible
A11273_2,Central,5.0,8.33,inflexible
A11304_0,South,1.0,7.06,inflexible
A11304_1,South,495.0,13.77,inflexible
A11312_0,South,1.0,5.36,inflexible
A11312_1,South,110.8,5.92,inflexible
A11312_2,South,111.8,6.48,inflexible
A11312_3,South,111.70000000000002,7.04,inflexible
A11312_4,South,156.5,7.82,inflexible
A11313_0,South,1.0,5.37,inflexible
A11313_1,South,51.8,5.92,inflexible
A11313_2,South,52.7,6.48,inflexible
A11313_3,South,52.80000000000001,7.04,inflexible
A11313_4,South,73.89999999999998,7.82,inflexible
A11314_0,South,1.0,5.36,inflexible
A11314_1,South,101.5,5.92,inflexible
A11314_2,South,102.4,6.48,inflexible
A11314_3,South,102.49999999999996,7.04,inflexible
A11314_4,South,143.40000000000003,7.82,inflexible
A11315_0,South,1.0,5.37,inflexible
A11315_1,South,42.5,5.92,inflexible
A11315_2,South,43.5,6.48,inflexible
A11315_3,South,43.400000000000006,7.04,inflexible
A11315_4,South,60.900000000000006,7.82,inflexible
A11319_0,South,1.0,5.93,inflexible
A11319_1,South,471.0,11.17,inflexible
A11356_0,North,0.1,-30.0,wind
A11356_1,North,24.3,1.3,inflexible
A11356_2,North,8.100000000000001,5.1,inflexible
A11356_3,North,11.9,6.6,inflexible
A11356_4,North,5.800000000000004,10.0,inflexible
A11356_5,North,1.5999999999999943,13.5,inflexible
A11356_6,North,1.6000000000000014,20.5,inflexible
A11545_0,Central,140.0,18.71,inflexible
A11545_1,Central,50.0,20.62,inflexible
A11545_2,Central,21.0,22.15,inflexible
A11556_0,South,86.0,18.38,inflexible
A11556_1,South,47.0,19.22,inflexible
A11556_2,South,66.0,20.39,inflexible
A11607_0,Central,83.0,19.37,inflexible
A11607_1,Central,67.0,20.69,inflexible
A11617,North,200.0,-34.77,wind
A11627,North,62.3,0.0,wind
A11628,North,100.0,0.0,wind
A11663,North,301.1,-12.0,wind
A11871,South,30.0,119.0,flexible
A11873_0,North,97.0,6.51,inflexible
A11873_1,North,31.0,6.99,inflexible
