Region,Unit Code,Date/Time Beginning (EST),Date/Time End (EST),Economic Max,Economic Min,Emergency Max,Emergency Min,Economic Flag,Emergency Flag,Must Run Flag,Unit Available Flag,Self Scheduled MW,Target MW Reduction,MW,Curtailment Offer Price,Price1,MW1,Price2,MW2,Price3,MW3,Price4,MW4,Price5,MW5,Price6,MW6,Price7,MW7,Price8,MW8,Price9,MW9,Price10,MW10,Slope
South,A8906,10/07/2020 14:00:00,10/07/2020 15:00:00,43,25,43,25,1,0,0,1,0,,43,,8.17,1,15.03,47,,,,,,,,,,,,,,,,,1
South,A8907,10/07/2020 14:00:00,10/07/2020 15:00:00,43,25,43,25,1,0,0,1,0,,43,,8.17,1,15.03,47,,,,,,,,,,,,,,,,,1
South,A8909,10/07/2020 14:00:00,10/07/2020 15:00:00,300,90,334,65,0,0,0,0,0,,0,,17.85,65,18.1,100,18.46,150,18.83,200,19.19,250,19.55,300,19.79,334,,,,,,,1
South,A8910,10/07/2020 14:00:00,10/07/2020 15:00:00,34,34,34,30,1,0,0,1,0,,0,,35.06,30,35.06,34,,,,,,,,,,,,,,,,,1
South,A8913,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,1,0,0,1,40,,0,,0,0,,,,,,,,,,,,,,,,,,,1
South,A8914,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,1,0,0,1,35,,0,,0,0,,,,,,,,,,,,,,,,,,,1
South,A8915,10/07/2020 14:00:00,10/07/2020 15:00:00,31.8,15,31.8,15,0,0,1,1,15,,31.8,,8,15,9.6,31.8,,,,,,,,,,,,,,,,,1
South,A8916,10/07/2020 14:00:00,10/07/2020 15:00:00,45,45,45,0,0,0,1,1,45,,45,,0,0,,,,,,,,,,,,,,,,,,,1
South,A8917,10/07/2020 14:00:00,10/07/2020 15:00:00,380,125,380,125,0,1,0,1,157,,0,,21.53,1,22,100.2,22.48,200.5,22.96,300.8,23.64,441.1,,,,,,,,,,,1
South,A8918,10/07/2020 14:00:00,10/07/2020 15:00:00,330,125,330,125,1,0,0,1,325,,0,,19.82,1,20.1,101.8,20.39,203.7,20.68,305.5,21.08,448,,,,,,,,,,,1
South,A8919,10/07/2020 14:00:00,10/07/2020 15:00:00,1176,1176,1176,230,0,0,0,0,1176,,0,,6.44,1,6.89,291.6,7.35,583.3,7.8,875,8.44,1283.3,,,,,,,,,,,1
South,A8920,10/07/2020 14:00:00,10/07/2020 15:00:00,33,12,33,12,1,0,0,1,26,,0,,0.53,1,0.54,7.3,0.54,14.7,0.54,22,0.54,32.2,,,,,,,,,,,1
South,A8921,10/07/2020 14:00:00,10/07/2020 15:00:00,5,0,5,0,1,0,0,1,0,,5,,2.17,5,,,,,,,,,,,,,,,,,,,1
South,A8922,10/07/2020 14:00:00,10/07/2020 15:00:00,817.7,200,817.7,200,1,0,0,1,652,,0,,14.78,1,16.52,201.2,18.28,402.3,20.03,603.5,22.49,885.1,,,,,,,,,,,1
South,A8923,10/07/2020 14:00:00,10/07/2020 15:00:00,823,200,823,200,0,0,1,1,630,,823,,16.59,1,17.36,203.2,18.15,406.5,18.93,609.8,20.02,894.3,,,,,,,,,,,1
Central,A8965,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A8966,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A8967,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A8969,10/07/2020 14:00:00,10/07/2020 15:00:00,351,202,351,202,0,0,1,1,0,,335,,10,335,99,336,,,,,,,,,,,,,,,,,0
North,A8970,10/07/2020 14:00:00,10/07/2020 15:00:00,98.9,57.1,98.9,57.1,0,0,1,1,0,,94.5,,10,94.5,99,94.6,,,,,,,,,,,,,,,,,0
North,A8971,10/07/2020 14:00:00,10/07/2020 15:00:00,12,1,74,1,0,0,1,1,0,,1,,0.01,1,,,,,,,,,,,,,,,,,,,0
North,A9015,10/07/2020 14:00:00,10/07/2020 15:00:00,8.4,0.1,8.4,0.1,0,0,1,1,0,,8.4,,0,0,1,140.8,,,,,,,,,,,,,,,,,1
North,A9016,10/07/2020 14:00:00,10/07/2020 15:00:00,11,0.1,11,0.1,0,0,1,1,0,,11,,0,0,1,251.1,,,,,,,,,,,,,,,,,1
North,A9227,10/07/2020 14:00:00,10/07/2020 15:00:00,4.3,0,4.3,0,0,0,1,1,0,,4.3,,0,10,,,,,,,,,,,,,,,,,,,1
South,A9290,10/07/2020 14:00:00,10/07/2020 15:00:00,381.4,155,381.4,155,0,0,1,1,0,,381.4,,10.86,50,11.67,100,12.48,150,13.28,200,13.77,230,20.82,230.1,20.83,530,,,,,,,1
Central,A9428,10/07/2020 14:00:00,10/07/2020 15:00:00,145.2,0,145.2,0,0,0,1,1,0,,145.2,,-24.45,0,-24.45,999,,,,,,,,,,,,,,,,,1
North,A9429,10/07/2020 14:00:00,10/07/2020 15:00:00,86,10,90,8,1,0,0,1,0,,0,,25,9,25.25,17,25.3,26,25.35,35,25.4,44,25.45,52,25.5,61,25.55,70,25.6,79,,,0
South,A9438,10/07/2020 14:00:00,10/07/2020 15:00:00,563,390,563,385,1,0,0,1,558,,563,,6.63,1,10.25,521,12.72,521.1,12.72,563,,,,,,,,,,,,,1
North,A9480,10/07/2020 14:00:00,10/07/2020 15:00:00,1,0,1,0,1,0,0,1,8,,1,,-39.5,1,,,,,,,,,,,,,,,,,,,0
North,A9514,10/07/2020 14:00:00,10/07/2020 15:00:00,1.2,0.1,1.2,0.1,0,0,1,1,0,,1.2,,0,0,1,112.6,,,,,,,,,,,,,,,,,1
Central,A9669,10/07/2020 14:00:00,10/07/2020 15:00:00,50.4,0,50.4,0,0,0,1,1,50.4,,50.4,,,,,,,,,,,,,,,,,,,,,,0
Central,A9674,10/07/2020 14:00:00,10/07/2020 15:00:00,63.7,0,63.7,0,1,0,0,1,0,,63.7,,-23.44,63.7,,,,,,,,,,,,,,,,,,,0
Central,A9714,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A9715,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A9716,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A9829,10/07/2020 14:00:00,10/07/2020 15:00:00,8,4,8,4,1,0,0,1,0,,8,,8,4,20,5,24,8,,,,,,,,,,,,,,,1
South,A9830,10/07/2020 14:00:00,10/07/2020 15:00:00,185,4,185,4,1,0,0,1,0,,185,,8,4,9.6,5,13.6,185,,,,,,,,,,,,,,,1
Central,A9921,10/07/2020 14:00:00,10/07/2020 15:00:00,14,0,14,0,1,0,0,1,0,,14,,-0.01,14,,,,,,,,,,,,,,,,,,,0
Central,A9932,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,20,0.1,20.01,98,,,,,,,,,,,,,,,,,1
Central,A10177,10/07/2020 14:00:00,10/07/2020 15:00:00,2,2,2,1,0,0,0,0,0,,0,,270,2,,,,,,,,,,,,,,,,,,,1
Central,A10187,10/07/2020 14:00:00,10/07/2020 15:00:00,8,0,9.5,0,0,0,1,1,8,,8,,,,,,,,,,,,,,,,,,,,,,0
Central,A10199,10/07/2020 14:00:00,10/07/2020 15:00:00,4,4,4,2,1,0,0,1,0,,0,,212.57,1,213.56,1.2,214.55,1.4,216.04,1.7,217.03,1.9,218.02,2.1,219.01,2.3,220.5,2.6,221.49,2.8,222.48,3,1
Central,A10200,10/07/2020 14:00:00,10/07/2020 15:00:00,17,17,17.9,13,0,0,1,1,0,,17,,0.27,13,0.28,13.4,0.29,13.9,0.3,14.3,0.31,14.8,0.31,15.2,0.32,15.7,0.33,16.1,0.34,16.6,0.35,17,1
Central,A10203,10/07/2020 14:00:00,10/07/2020 15:00:00,4.2,0,4.2,0,1,0,0,1,0,,4.2,,-0.01,4.2,,,,,,,,,,,,,,,,,,,0
Central,A10204,10/07/2020 14:00:00,10/07/2020 15:00:00,14.2,0,14.2,0,1,0,0,1,0,,14.2,,0,14.2,,,,,,,,,,,,,,,,,,,0
Central,A10205,10/07/2020 14:00:00,10/07/2020 15:00:00,26,3,27.2,3,0,0,1,1,0,,26,,0.07,3,0.12,5.7,0.18,8.3,0.23,11,0.28,13.7,0.34,16.3,0.39,19,0.44,21.7,0.5,24.3,0.55,27,1
Central,A10206,10/07/2020 14:00:00,10/07/2020 15:00:00,4,4,4,2,1,0,0,1,0,,0,,212.57,1,213.56,1.2,214.55,1.4,216.04,1.7,217.03,1.9,218.02,2.1,219.01,2.3,220.5,2.6,221.49,2.8,222.48,3,1
Central,A10207,10/07/2020 14:00:00,10/07/2020 15:00:00,2,2,2,2,1,0,0,1,0,,0,,212.57,1,213.56,1.2,214.55,1.4,216.04,1.7,217.03,1.9,218.02,2.1,219.01,2.3,220.5,2.6,221.49,2.8,222.48,3,1
North,A10261,10/07/2020 14:00:00,10/07/2020 15:00:00,25.3,1.8,25.3,1.8,1,0,0,1,0,,0,,188,9,188.1,18.1,188.2,25.3,,,,,,,,,,,,,,,0
South,A10376,10/07/2020 14:00:00,10/07/2020 15:00:00,300,240,300,240,1,0,0,1,298,,300,,18.45,1,18.45,240,23.3,240.1,23.3,300,23.41,300.1,,,,,,,,,,,1
South,A10378,10/07/2020 14:00:00,10/07/2020 15:00:00,185,185,185,185,0,0,1,1,185,,185,,19.17,1,19.17,185,,,,,,,,,,,,,,,,,1
South,A10481,10/07/2020 14:00:00,10/07/2020 15:00:00,365,240,548,240,1,0,0,1,0,,365,,12.29,0,12.3,240,12.48,258,12.65,276,12.83,294,13.01,311,13.19,329,13.37,347,13.54,365,24.93,548,1
North,A10506,10/07/2020 14:00:00,10/07/2020 15:00:00,120.7,7.5,120.7,0,0,0,1,1,0,,120.7,,-34.77,0,-34.77,150,,,,,,,,,,,,,,,,,1
North,A10507,10/07/2020 14:00:00,10/07/2020 15:00:00,49,44,49,5,1,0,0,1,0,,0,,24.34,24,24.34,44,24.34,48,,,,,,,,,,,,,,,1
North,A10508,10/07/2020 14:00:00,10/07/2020 15:00:00,28,26,30,5,0,0,0,0,0,,0,,22.98,20,22.98,27,22.98,30,,,,,,,,,,,,,,,1
North,A10522,10/07/2020 14:00:00,10/07/2020 15:00:00,66.4,10,66.4,0,0,0,1,1,0,,66.4,,-34.77,0,-34.77,200,,,,,,,,,,,,,,,,,1
North,A10557,10/07/2020 14:00:00,10/07/2020 15:00:00,7.7,0.1,7.7,0.1,0,0,1,1,0,,7.7,,0,0,1,168.9,,,,,,,,,,,,,,,,,1
North,A10558,10/07/2020 14:00:00,10/07/2020 15:00:00,6.9,0.1,6.9,0.1,0,0,1,1,0,,6.9,,0,0,1,168.9,,,,,,,,,,,,,,,,,1
North,A10559,10/07/2020 14:00:00,10/07/2020 15:00:00,7.4,0.1,7.4,0.1,0,0,1,1,0,,7.4,,0,0,1,164.2,,,,,,,,,,,,,,,,,1
Central,A10737,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,8.5,32.8,8.5,63.7,,,,,,,,,,,,,,,,,1
Central,A10738,10/07/2020 14:00:00,10/07/2020 15:00:00,63.8,37.1,63.8,32.8,0,0,1,1,0,,63.8,,8.5,32.8,8.5,63.7,,,,,,,,,,,,,,,,,1
North,A10780,10/07/2020 14:00:00,10/07/2020 15:00:00,1.3,0,1.3,0,1,0,0,1,0,,1.3,,15,0.1,15.01,13,,,,,,,,,,,,,,,,,1
North,A10833,10/07/2020 14:00:00,10/07/2020 15:00:00,2.3,0.1,2.3,0.1,0,0,1,1,0,,2.3,,0,0,1,154.3,,,,,,,,,,,,,,,,,1
South,A10834,10/07/2020 14:00:00,10/07/2020 15:00:00,64,35,64,35,1,0,0,1,0,,64,,15.5,35,15.56,36.4,15.9,45.5,16.2,54.6,16.44,63.7,,,,,,,,,,,0
North,A10995,10/07/2020 14:00:00,10/07/2020 15:00:00,18,10,18,10,1,0,0,1,0,,0,,40,10,40.01,14,40.02,16,,,,,,,,,,,,,,,0
North,A10996,10/07/2020 14:00:00,10/07/2020 15:00:00,1,0,1,0,1,0,0,1,0,,1,,0.01,1,0.05,80,,,,,,,,,,,,,,,,,0
North,A11047,10/07/2020 14:00:00,10/07/2020 15:00:00,18.5,9,19.5,3,1,0,0,1,0,,0,,12.4,3,14.03,6.4,17.11,12.8,20.14,19.1,23.27,25.6,,,,,,,,,,,1
Central,A11219,10/07/2020 14:00:00,10/07/2020 15:00:00,22,22,22,5,1,0,0,1,0,,0,,36.81,12,39.96,17,40.06,22,,,,,,,,,,,,,,,0
Central,A11251,10/07/2020 14:00:00,10/07/2020 15:00:00,23,23,23,5,1,0,0,1,0,,0,,26.58,16,26.68,18,26.78,23,,,,,,,,,,,,,,,0
Central,A11255,10/07/2020 14:00:00,10/07/2020 15:00:00,23,23,23,19,1,0,0,1,0,,0,,14.44,19,18.4,20,18.5,23,,,,,,,,,,,,,,,0
Central,A11256,10/07/2020 14:00:00,10/07/2020 15:00:00,23,23,23,19,1,0,0,1,0,,0,,14.44,19,18.4,20,18.5,23,,,,,,,,,,,,,,,0
Central,A11271,10/07/2020 14:00:00,10/07/2020 15:00:00,102.1,60,103.1,53.1,0,0,1,1,0,,102.1,,8.5,0,8.5,105,,,,,,,,,,,,,,,,,1
Central,A11272,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,8.5,0,8.5,105,,,,,,,,,,,,,,,,,1
Central,A11273,10/07/2020 14:00:00,10/07/2020 15:00:00,100.6,58.6,100.6,51.8,0,0,1,1,0,,100.6,,6.17,58.6,8.07,95.6,8.33,100.6,,,,,,,,,,,,,,,1
Central,A11274,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,6.19,58.6,8.11,95.6,8.36,100.6,,,,,,,,,,,,,,,1
South,A11304,10/07/2020 14:00:00,10/07/2020 15:00:00,488,275,488,275,1,0,0,1,0,,488,,7.06,1,13.66,488,,,,,,,,,,,,,,,,,1
South,A11312,10/07/2020 14:00:00,10/07/2020 15:00:00,379,379,379,140,0,0,1,1,379,,379,,5.36,1,5.92,111.8,6.48,223.6,7.04,335.3,7.82,491.8,,,,,,,,,,,1
South,A11313,10/07/2020 14:00:00,10/07/2020 15:00:00,179,179,179,66,0,0,1,1,179,,179,,5.37,1,5.92,52.8,6.48,105.5,7.04,158.3,7.82,232.2,,,,,,,,,,,1
South,A11314,10/07/2020 14:00:00,10/07/2020 15:00:00,348,348,348,128,0,0,1,1,347,,348,,5.36,1,5.92,102.5,6.48,204.9,7.04,307.4,7.82,450.8,,,,,,,,,,,1
South,A11315,10/07/2020 14:00:00,10/07/2020 15:00:00,148,148,148,54,0,0,1,1,147,,148,,5.37,1,5.92,43.5,6.48,87,7.04,130.4,7.82,191.3,,,,,,,,,,,1
South,A11316,10/07/2020 14:00:00,10/07/2020 15:00:00,494,190,510,190,0,0,0,0,0,,0,,13.61,1,14.83,121.1,16.05,242.2,17.28,363.2,19,532.7,,,,,,,,,,,1
South,A11318,10/07/2020 14:00:00,10/07/2020 15:00:00,736,215,736,215,0,0,0,0,0,,0,,16.36,1,17.73,179.4,19.12,358.8,20.5,538.1,22.44,789.2,,,,,,,,,,,1
South,A11319,10/07/2020 14:00:00,10/07/2020 15:00:00,445,300,445,300,1,0,0,1,0,,445,,5.72,1,10.47,445,,,,,,,,,,,,,,,,,1
North,A11356,10/07/2020 14:00:00,10/07/2020 15:00:00,43,0,43,0,1,0,0,1,0,,33.3,,-30,0.1,4.3,13.9,10.8,18.5,14.7,26.6,19.6,33.3,22.5,39,32,43,,,,,,,0
Central,A11544,10/07/2020 14:00:00,10/07/2020 15:00:00,211,140,211,105,0,0,0,0,0,,0,,17.03,140,18.68,190,19.99,211,,,,,,,,,,,,,,,0
Central,A11545,10/07/2020 14:00:00,10/07/2020 15:00:00,211,140,211,105,1,0,0,1,0,,211,,15.71,140,17.62,190,19.15,211,,,,,,,,,,,,,,,0
Central,A11550,10/07/2020 14:00:00,10/07/2020 15:00:00,45,45,45,20,0,0,0,0,0,,0,,31.25,45,,,,,,,,,,,,,,,,,,,1
South,A11556,10/07/2020 14:00:00,10/07/2020 15:00:00,201,86,201,86,0,0,1,1,0,,201,,18.38,86,19.22,133,20.39,199,,,,,,,,,,,,,,,1
Central,A11607,10/07/2020 14:00:00,10/07/2020 15:00:00,141.9,141.9,141.9,0,1,0,0,1,0,,0,,19.37,83,20.69,150,,,,,,,,,,,,,,,,,0
North,A11617,10/07/2020 14:00:00,10/07/2020 15:00:00,105.2,10,105.2,0,0,0,1,1,0,,105.2,,-34.77,0,-34.77,200,,,,,,,,,,,,,,,,,1
North,A11627,10/07/2020 14:00:00,10/07/2020 15:00:00,58.8,3.1,58.8,0,0,0,1,1,0,,58.8,,0,0,0,62.3,,,,,,,,,,,,,,,,,1
North,A11628,10/07/2020 14:00:00,10/07/2020 15:00:00,78.2,5,78.2,0,0,0,1,1,0,,78.2,,0,0,0,100,,,,,,,,,,,,,,,,,1
North,A11663,10/07/2020 14:00:00,10/07/2020 15:00:00,6.2,0.1,6.2,0.1,0,0,1,1,0,,6.2,,0,0,1,301.1,,,,,,,,,,,,,,,,,1
Central,A11823,10/07/2020 14:00:00,10/07/2020 15:00:00,110,0,110,0,0,0,1,1,110,,110,,,,,,,,,,,,,,,,,,,,,,0
South,A11870,10/07/2020 14:00:00,10/07/2020 15:00:00,86,20,86,0,0,0,0,0,0,,0,,119,1,119,86,,,,,,,,,,,,,,,,,1
South,A11871,10/07/2020 14:00:00,10/07/2020 15:00:00,30,20,30,0,1,0,0,1,0,,0,,119,1,119,30,,,,,,,,,,,,,,,,,1
South,A11872,10/07/2020 14:00:00,10/07/2020 15:00:00,73,15,73,0,0,0,0,0,0,,0,,119,1,119,73,,,,,,,,,,,,,,,,,1
North,A11873,10/07/2020 14:00:00,10/07/2020 15:00:00,349,160,360,153,1,0,0,1,0,,349,,5.08,0,6.59,97,7.08,128,7.56,159,8.04,190,8.53,221,9.01,252,9.49,283,9.98,314,10.46,345,1
North,A11874,10/07/2020 14:00:00,10/07/2020 15:00:00,349,160,360,153,1,0,0,1,0,,349,,5.08,0,6.59,97,7.08,128,7.56,159,8.04,190,8.53,221,9.01,252,9.49,283,9.98,314,10.46,345,1
South,A11875,10/07/2020 14:00:00,10/07/2020 15:00:00,521,330,521,330,1,0,0,1,0,,521,,4.61,1,10.29,465,13.42,465.1,13.42,521,,,,,,,,,,,,,1
South,A11876,10/07/2020 14:00:00,10/07/2020 15:00:00,512,330,512,330,1,0,0,1,0,,512,,4.7,1,10.1,455,13.9,455.1,13.9,512,,,,,,,,,,,,,1
South,A11877,10/07/2020 14:00:00,10/07/2020 15:00:00,520,330,520,330,1,0,0,1,0,,0,,7.47,1,14.04,463,19.19,463.1,19.19,520,,,,,,,,,,,,,1
South,A11878,10/07/2020 14:00:00,10/07/2020 15:00:00,517,330,517,330,1,0,0,1,0,,0,,5.66,1,14.07,461,19.08,461.1,19.08,517,,,,,,,,,,,,,1
South,A11879,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,1,0,0,1,0,120,120,0,,,,,,,,,,,,,,,,,,,,,0
Central,A11880,10/07/2020 14:00:00,10/07/2020 15:00:00,660,373,690,150,0,0,1,1,175,,660,,10.33,370,10.33,404,10.36,438,10.55,472,10.85,506,11.26,540,11.8,574,12.45,608,13.21,642,25,685,1
North,A11907,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,1,0,0,1,0,,0,,-10,105,,,,,,,,,,,,,,,,,,,0
North,A11950,10/07/2020 14:00:00,10/07/2020 15:00:00,5.9,0.1,5.9,0.1,0,0,1,1,0,,5.9,,0,0,1,250.3,,,,,,,,,,,,,,,,,1
South,A11958,10/07/2020 14:00:00,10/07/2020 15:00:00,64,30,64,30,0,0,0,0,0,,0,,9.72,24,9.79,30,9.9,40,10.01,50,10.06,55,10.8,57,11.82,59,13.43,61,14.95,63,16.3,66,1
South,A11963,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,21,0,21.01,15,,,,,,,,,,,,,,,,,1
South,A11965,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,21,0.1,21.01,20,,,,,,,,,,,,,,,,,0
South,A11973,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,21,0,21.01,15,,,,,,,,,,,,,,,,,1
South,A12006,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,21,0,21.01,70,,,,,,,,,,,,,,,,,1
South,A12010,10/07/2020 14:00:00,10/07/2020 15:00:00,35,3,35,3,0,0,0,0,0,,0,,0,3,0.01,35,,,,,,,,,,,,,,,,,1
South,A12044,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A12132,10/07/2020 14:00:00,10/07/2020 15:00:00,23.8,0,23.8,0,1,0,0,1,0,,23.8,,0,23.8,,,,,,,,,,,,,,,,,,,0
Central,A12133,10/07/2020 14:00:00,10/07/2020 15:00:00,140.8,0,140.8,0,1,0,0,1,0,,140.8,,-23.44,140.8,,,,,,,,,,,,,,,,,,,0
Central,A12140,10/07/2020 14:00:00,10/07/2020 15:00:00,2,2,2,2,0,0,1,1,2,,2,,10.37,1,,,,,,,,,,,,,,,,,,,0
Central,A12141,10/07/2020 14:00:00,10/07/2020 15:00:00,2,2,2,2,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A12188,10/07/2020 14:00:00,10/07/2020 15:00:00,17,1,17,1,0,0,1,1,0,,17,,-10.5,0,-10.5,3.4,-10.5,6.8,-10.5,10.2,-10.5,13.6,-10.5,17,,,,,,,,,0
South,A12299,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A12300,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,8,4,28,5,30,20,,,,,,,,,,,,,,,1
South,A12321,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A12341,10/07/2020 14:00:00,10/07/2020 15:00:00,35,3,35,3,0,0,0,0,0,,0,,0,3,0.01,35,,,,,,,,,,,,,,,,,1
North,A12468,10/07/2020 14:00:00,10/07/2020 15:00:00,60.1,38,60.2,38,0,0,0,0,60.1,,0,,6.61,60,6.61,60.1,6.61,60.2,6.61,60.3,6.61,60.4,6.61,60.5,6.61,60.6,6.61,60.7,6.61,60.8,6.61,60.9,1
North,A12493,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,1,1,0,,0,,-35.08,0,-35.08,200,,,,,,,,,,,,,,,,,1
South,A12746,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
South,A12747,10/07/2020 14:00:00,10/07/2020 15:00:00,1,1,10,1,0,0,1,1,1,,1,,0,0,,,,,,,,,,,,,,,,,,,0
Central,A12752,10/07/2020 14:00:00,10/07/2020 15:00:00,163,102,163,102,1,0,0,1,0,,0,,14.49,102,14.51,163,39.5,163.1,39.51,200,,,,,,,,,,,,,0
Central,A12753,10/07/2020 14:00:00,10/07/2020 15:00:00,35,0,35,0,0,0,1,1,0,,35,,-33,100,,,,,,,,,,,,,,,,,,,1
North,A12762,10/07/2020 14:00:00,10/07/2020 15:00:00,27,0.6,27,0.6,1,0,0,1,0,,3,,0,3,999,27,,,,,,,,,,,,,,,,,0
North,A12822,10/07/2020 14:00:00,10/07/2020 15:00:00,4.1,0.1,4.1,0.1,0,0,1,1,0,,4.1,,0,0,1,168,,,,,,,,,,,,,,,,,1
North,A12823,10/07/2020 14:00:00,10/07/2020 15:00:00,7,0.1,7,0.1,0,0,1,1,0,,7,,0,0,1,340,,,,,,,,,,,,,,,,,1
South,A12932,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,21,0,21.01,70,,,,,,,,,,,,,,,,,1
South,A13069,10/07/2020 14:00:00,10/07/2020 15:00:00,26.3,0,26.3,0,1,0,0,1,0,,26.3,,19.82,1,21.23,22,24.05,22.1,28.68,26.3,,,,,,,,,,,,,1
North,A13077,10/07/2020 14:00:00,10/07/2020 15:00:00,45,45,46.5,5,1,0,0,1,0,,0,,17.15,9,18.39,18,19.35,25,20.87,36,22.25,46,,,,,,,,,,,1
North,A13087,10/07/2020 14:00:00,10/07/2020 15:00:00,8,0,8,0,1,0,0,1,0,,8,,3,8,,,,,,,,,,,,,,,,,,,0
Central,A13309,10/07/2020 14:00:00,10/07/2020 15:00:00,82.4,0,82.4,0,0,0,1,1,0,,82.4,,-24.45,0,-24.45,999,,,,,,,,,,,,,,,,,1
South,A13319,10/07/2020 14:00:00,10/07/2020 15:00:00,81,0,81,0,1,0,0,1,0,,76.6,,0,76.6,999,81,,,,,,,,,,,,,,,,,0
North,A13379,10/07/2020 14:00:00,10/07/2020 15:00:00,215,60,215,60,1,0,0,1,0,,193.5,,4.91,0,15.1,250,,,,,,,,,,,,,,,,,1
South,A13536,10/07/2020 14:00:00,10/07/2020 15:00:00,243.1,165,243.1,165,1,0,0,1,0,,0,,10.02,1,13.17,215,17.97,215.1,17.97,243.1,,,,,,,,,,,,,1
South,A13537,10/07/2020 14:00:00,10/07/2020 15:00:00,245.1,165,245.1,165,1,0,0,1,0,,0,,10.72,1,13.32,217,18.51,217.1,18.51,245.1,,,,,,,,,,,,,1
South,A13538,10/07/2020 14:00:00,10/07/2020 15:00:00,248.1,165,248.1,165,1,0,0,1,0,,248.1,,7.37,1,10.57,220,14.02,220.1,14.02,248.1,,,,,,,,,,,,,1
South,A13618,10/07/2020 14:00:00,10/07/2020 15:00:00,51,22,51,22,0,0,1,1,22,,51,,17.48,21.8,17.72,25.5,18.25,33.8,19.32,50.4,,,,,,,,,,,,,1
South,A13646,10/07/2020 14:00:00,10/07/2020 15:00:00,552,365,552,355,0,0,0,0,0,,0,,11.79,365,11.8,410,11.82,450,11.84,500,13.84,516,15.84,533,17.84,552,,,,,,,0
Central,A13647,10/07/2020 14:00:00,10/07/2020 15:00:00,475,250,475,250,1,0,0,1,0,,408.3,,13.43,0,13.43,380,23.64,381,23.64,560,,,,,,,,,,,,,1
South,A13740,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A13741,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,7.88,4,8.87,5,13.2,20,,,,,,,,,,,,,,,1
South,A13742,10/07/2020 14:00:00,10/07/2020 15:00:00,0,0,0,0,0,0,0,0,0,,0,,7.88,4,21.67,5,22.66,10.8,,,,,,,,,,,,,,,1
North,A13962,10/07/2020 14:00:00,10/07/2020 15:00:00,85,0,85,0,1,0,0,1,0,,85,,-35,85,,,,,,,,,,,,,,,,,,,0
