Region,Unit Code,Date/Time Beginning (EST),Date/Time End (EST),Economic Max,Economic Min,Emergency Max,Emergency Min,Economic Flag,Emergency Flag,Must Run Flag,Unit Available Flag,Self Scheduled MW,Target MW Reduction,MW,Curtailment Offer Price,Price1,MW1,Price2,MW2,Price3,MW3,Price4,MW4,Price5,MW5,Price6,MW6,Price7,MW7,Price8,MW8,Price9,MW9,Price10,MW10,Slope
North,A6406,10/07/2020 05:00:00,10/07/2020 06:00:00,15,15,17,15,1,0,0,1,0,,0,,6.12,0,19.05,5,24.22,7,28.93,9,33.19,11,36.99,13,40.32,15,43.2,17,45.62,19,,,1
North,A6407,10/07/2020 05:00:00,10/07/2020 06:00:00,12.3,0.1,12.3,0.1,0,0,1,1,0,,12.3,,0,0,1,75,,,,,,,,,,,,,,,,,1
North,A6408,10/07/2020 05:00:00,10/07/2020 06:00:00,16,14,16,14,1,0,0,1,0,,0,,419.55,0,419.58,10,419.61,18,419.63,26,,,,,,,,,,,,,1
North,A6411,10/07/2020 05:00:00,10/07/2020 06:00:00,7.8,0.1,7.8,0.1,0,0,1,1,0,,7.8,,0,0,1,175.5,,,,,,,,,,,,,,,,,1
North,A6413,10/07/2020 05:00:00,10/07/2020 06:00:00,110,30,119,30,0,1,0,1,0,,0,,22.79,0,23.55,30,23.92,45,24.3,60,24.68,75,25.06,90,25.44,105,25.82,120,26.33,140,,,1
North,A6420,10/07/2020 05:00:00,10/07/2020 06:00:00,15,0.1,15,0.1,0,0,1,1,0,,15,,0,0,1,201.2,,,,,,,,,,,,,,,,,1
North,A6430,10/07/2020 05:00:00,10/07/2020 06:00:00,7.2,0.1,7.2,0.1,0,0,1,1,0,,7.2,,0,0,1,99,,,,,,,,,,,,,,,,,1
North,A6433,10/07/2020 05:00:00,10/07/2020 06:00:00,15.7,0.1,15.7,0.1,0,0,1,1,0,,15.7,,0,0,1,286.4,,,,,,,,,,,,,,,,,1
North,A6434,10/07/2020 05:00:00,10/07/2020 06:00:00,20,0.1,20,0.1,0,0,1,1,0,,20,,0,0,1,153,,,,,,,,,,,,,,,,,1
North,A6436,10/07/2020 05:00:00,10/07/2020 06:00:00,29.1,0.1,29.1,0.1,0,0,1,1,0,,29.1,,0,0,1,174.8,,,,,,,,,,,,,,,,,1
North,A6438,10/07/2020 05:00:00,10/07/2020 06:00:00,30,0,30,0,1,0,0,1,0,,30,,-50,1,0,29,,,,,,,,,,,,,,,,,0
North,A6439,10/07/2020 05:00:00,10/07/2020 06:00:00,20,20,73,20,1,0,0,1,0,,0,,27.81,20,27.82,24,27.83,29,,,,,,,,,,,,,,,1
North,A6440,10/07/2020 05:00:00,10/07/2020 06:00:00,10,10,20,6,1,0,0,1,0,,0,,28.95,6,28.96,12,28.97,18,,,,,,,,,,,,,,,1
North,A6441,10/07/2020 05:00:00,10/07/2020 06:00:00,14,14,14,14,0,0,1,1,0,,14,,13.82,8,13.83,10,13.84,12,,,,,,,,,,,,,,,1
North,A6442,10/07/2020 05:00:00,10/07/2020 06:00:00,149,38,166,38,0,0,1,1,0,,134,,21.45,38,21.46,100,21.47,141,21.48,142,,,,,,,,,,,,,1
Central,A6446,10/07/2020 05:00:00,10/07/2020 06:00:00,12.4,0,12.4,0,1,0,0,1,0,,12.4,,-0.01,12.4,,,,,,,,,,,,,,,,,,,0
Central,A6449,10/07/2020 05:00:00,10/07/2020 06:00:00,55,30,96.4,25,1,0,0,1,0,,55,,12,55,150,96.4,,,,,,,,,,,,,,,,,0
North,A6452,10/07/2020 05:00:00,10/07/2020 06:00:00,4,0,4,0,1,0,0,1,0,,4,,6.25,1,6.5,5,,,,,,,,,,,,,,,,,0
Central,A6458,10/07/2020 05:00:00,10/07/2020 06:00:00,243,191,243.1,186,1,0,0,1,0,,243,,2.3,243,100,243.1,,,,,,,,,,,,,,,,,0
Central,A6459,10/07/2020 05:00:00,10/07/2020 06:00:00,245,193,245.1,188,1,0,0,1,0,,245,,1.9,245,100,245.1,,,,,,,,,,,,,,,,,0
North,A6460,10/07/2020 05:00:00,10/07/2020 06:00:00,250,198,250,198,0,0,0,0,0,,0,,1.87,0,2.6,25,4.64,60,7.58,110,11.38,175,12.85,200,14.31,225,15.78,250,16.95,270,17.83,285,1
North,A6461,10/07/2020 05:00:00,10/07/2020 06:00:00,250,198,250,198,0,0,0,0,0,,0,,1.87,0,2.6,25,4.64,60,7.58,110,11.38,175,12.85,200,14.31,225,15.78,250,16.95,270,17.83,285,1
Central,A6601,10/07/2020 05:00:00,10/07/2020 06:00:00,625,340,634,312,0,0,1,1,0,,599.6,,12.45,312,12.45,312.1,12.45,312.2,12.45,312.3,12.45,312.4,13.04,400,13.83,400.1,15.77,605,15.77,605.1,16.12,635,1
North,A6606,10/07/2020 05:00:00,10/07/2020 06:00:00,18,0,18,0,1,0,0,1,0,,4,,0,4,999,18,,,,,,,,,,,,,,,,,0
North,A6607,10/07/2020 05:00:00,10/07/2020 06:00:00,12.1,0,12.1,0,0,0,1,1,96.5,,12.1,,-35.51,1,-35.51,100,,,,,,,,,,,,,,,,,1
North,A6611,10/07/2020 05:00:00,10/07/2020 06:00:00,7,0,7,0,0,0,1,1,0,,7,,0,7,,,,,,,,,,,,,,,,,,,0
North,A6612,10/07/2020 05:00:00,10/07/2020 06:00:00,18,0,18,0,1,0,0,1,0,,18,,3,50,3.01,114,,,,,,,,,,,,,,,,,0
North,A6616,10/07/2020 05:00:00,10/07/2020 06:00:00,75.4,22,79.3,22,1,0,0,1,0,,0,,9.63,0,11.29,24,11.36,25,12.21,37,12.94,48,13.61,57,13.94,62,14.27,67,14.99,77,15.13,79,1
North,A6617,10/07/2020 05:00:00,10/07/2020 06:00:00,79,28.6,85,28.6,1,0,0,1,0,,0,,9.95,0,10.8,17.2,11.36,28.7,11.79,37.3,12.21,46.8,12.63,54.5,13.34,68.8,13.85,79.1,14.13,84.8,,,1
North,A6618,10/07/2020 05:00:00,10/07/2020 06:00:00,34.3,8.1,34.3,8.1,1,0,0,1,0,,29.3,,16.38,1,16.79,6,17.05,9,17.39,14,17.73,18,18.06,23,18.4,28,18.57,30,18.92,35,,,1
North,A6619,10/07/2020 05:00:00,10/07/2020 06:00:00,29.8,7,30.1,7,1,0,0,1,0,,27.3,,16.38,0,16.79,5,17.05,8,17.39,12,17.73,16,18.06,20,18.4,24,18.57,26,18.92,30,,,1
North,A6620,10/07/2020 05:00:00,10/07/2020 06:00:00,21,0,21,0,1,0,0,1,0,,21,,-38,21,,,,,,,,,,,,,,,,,,,0
North,A6625,10/07/2020 05:00:00,10/07/2020 06:00:00,8,0,8,0,1,0,0,1,15,,8,,0,8,,,,,,,,,,,,,,,,,,,0
North,A6627,10/07/2020 05:00:00,10/07/2020 06:00:00,500,0,500,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A6634,10/07/2020 05:00:00,10/07/2020 06:00:00,35.1,0.1,35.1,0.1,0,0,1,1,0,,35.1,,0,1,,,,,,,,,,,,,,,,,,,0
North,A6639,10/07/2020 05:00:00,10/07/2020 06:00:00,1,-1,1,-1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A6662,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,0,0,0,,0,,34.95,0,34.95,14,34.95,34,,,,,,,,,,,,,,,1
Central,A6663,10/07/2020 05:00:00,10/07/2020 06:00:00,3,3,3,3,0,0,1,1,0,,3,,0,0,0,999,,,,,,,,,,,,,,,,,1
Central,A6664,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,0,0,0,,0,,19.07,0,19.07,100,19.78,256,20.01,296,20.23,319,20.45,335,20.67,348,20.93,360,,,,,1
Central,A6665,10/07/2020 05:00:00,10/07/2020 06:00:00,230,140,230,140,0,0,1,1,0,,228,,18.19,0,18.2,100,18.34,161,18.61,191,18.89,213,19.17,231,19.64,260,,,,,,,1
Central,A6667,10/07/2020 05:00:00,10/07/2020 06:00:00,760,373,760,373,0,0,1,1,0,,493,,13.46,0,16.72,350,16.78,473,16.98,660,17.19,740,17.33,782,17.43,811,17.52,835,,,,,1
Central,A6673,10/07/2020 05:00:00,10/07/2020 06:00:00,2.1,2.1,2.1,2.1,0,0,1,1,0,,2.1,,0,0,0,999,,,,,,,,,,,,,,,,,1
Central,A6674,10/07/2020 05:00:00,10/07/2020 06:00:00,60.2,60.2,60.2,60.2,0,0,1,1,0,,60.2,,30.6,0,30.6,500,,,,,,,,,,,,,,,,,1
Central,A6680,10/07/2020 05:00:00,10/07/2020 06:00:00,35,10,35,10,0,0,1,1,0,,10,,48.82,0,48.82,12,48.82,40,,,,,,,,,,,,,,,1
Central,A6682,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,1,1,0,,0,,0,0,0,999,,,,,,,,,,,,,,,,,1
Central,A6683,10/07/2020 05:00:00,10/07/2020 06:00:00,16,9,16,9,1,0,0,1,0,,0,,106.86,9,106.87,13.2,106.88,16,,,,,,,,,,,,,,,0
Central,A6684,10/07/2020 05:00:00,10/07/2020 06:00:00,4.9,4.9,4.9,4.9,0,0,1,1,0,,4.9,,0,0,0,999,,,,,,,,,,,,,,,,,1
Central,A6685,10/07/2020 05:00:00,10/07/2020 06:00:00,140,140,140,140,0,0,1,1,0,,140,,18.36,0,18.36,140,18.71,170,18.75,173,19.07,194,19.41,213,19.72,228,20.03,242,20.34,255,,,1
Central,A6686,10/07/2020 05:00:00,10/07/2020 06:00:00,230,155,230,155,1,0,0,1,0,,0,,20,0,20,130,20.03,170,20.04,179,20.04,180,101.64,181,101.9,204,102.29,222,102.67,236,103,249,1
Central,A6687,10/07/2020 05:00:00,10/07/2020 06:00:00,560,50,560,50,1,0,0,1,0,,0,,47.86,0,48.63,60,49.03,175,89.06,176,89.73,283,91.17,391,92.58,471,94.02,535,95.44,590,96.39,638,1
Central,A6688,10/07/2020 05:00:00,10/07/2020 06:00:00,350,60,350,60,1,0,0,1,0,,0,,49.11,0,49.6,60,49.94,100,90.72,101,91.03,121,91.96,189,92.88,266,93.81,355,94.73,466,94.84,638,1
Central,A6689,10/07/2020 05:00:00,10/07/2020 06:00:00,383,255,383,255,1,0,0,1,0,,0,,21.9,255,21.9,383,,,,,,,,,,,,,,,,,1
Central,A6690,10/07/2020 05:00:00,10/07/2020 06:00:00,192,191,192,191,1,0,0,1,0,,0,,21.94,191,21.94,192,,,,,,,,,,,,,,,,,1
Central,A6691,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,0,0,0,,0,,101.9,73,101.9,167,,,,,,,,,,,,,,,,,1
Central,A6692,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,0,0,0,,0,,101.9,255,101.9,383,,,,,,,,,,,,,,,,,1
Central,A6693,10/07/2020 05:00:00,10/07/2020 06:00:00,383,255,383,255,1,0,0,1,0,,0,,21.92,255,21.92,383,,,,,,,,,,,,,,,,,1
Central,A6694,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,0,0,0,,0,,101.9,255,101.9,383,,,,,,,,,,,,,,,,,1
Central,A6695,10/07/2020 05:00:00,10/07/2020 06:00:00,0.2,0,0.2,0,0,0,0,0,0,,0,,9.16,0,10.62,0.2,,,,,,,,,,,,,,,,,0
Central,A6710,10/07/2020 05:00:00,10/07/2020 06:00:00,5.8,5.8,5.8,5.8,0,0,1,1,0,,5.8,,0,0,0,999,,,,,,,,,,,,,,,,,1
Central,A6711,10/07/2020 05:00:00,10/07/2020 06:00:00,17,17,17,17,0,0,1,1,0,,17,,34.3,0,34.3,500,,,,,,,,,,,,,,,,,1
Central,A6723,10/07/2020 05:00:00,10/07/2020 06:00:00,166,100,166,100,1,0,0,1,0,,0,,15.02,0,16.96,80,16.96,190,,,,,,,,,,,,,,,1
Central,A6725,10/07/2020 05:00:00,10/07/2020 06:00:00,166,100,166,100,1,0,0,1,0,,133,,15.09,0,15.09,80,15.09,190,,,,,,,,,,,,,,,1
Central,A6793,10/07/2020 05:00:00,10/07/2020 06:00:00,51,40,54.9,27,0,1,0,1,0,,0,,39.77,40,41.51,51,,,,,,,,,,,,,,,,,1
Central,A6811,10/07/2020 05:00:00,10/07/2020 06:00:00,14.3,0,14.3,0,0,0,1,1,0,,14.3,,0,0,0,49.5,,,,,,,,,,,,,,,,,0
North,A6820,10/07/2020 05:00:00,10/07/2020 06:00:00,5,5,5,5,0,0,1,1,5,,5,,,,,,,,,,,,,,,,,,,,,,1
North,A6850,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,1,0,0,1,0,,0,,0.01,1,0.1,5,0.15,10,,,,,,,,,,,,,,,0
North,A6861,10/07/2020 05:00:00,10/07/2020 06:00:00,38,35,38,34,1,0,0,1,0,,0,,38.92,35,38.93,38,,,,,,,,,,,,,,,,,1
North,A6862,10/07/2020 05:00:00,10/07/2020 06:00:00,38,35,38,34,1,0,0,1,0,,0,,42.43,35,42.44,38,,,,,,,,,,,,,,,,,1
North,A6863,10/07/2020 05:00:00,10/07/2020 06:00:00,6.5,0,6.5,0,0,0,1,1,0,,6.5,,0,23,,,,,,,,,,,,,,,,,,,1
North,A6864,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,0,0,0,,0,,30.48,150,30.49,226,30.5,300,,,,,,,,,,,,,,,1
North,A6865,10/07/2020 05:00:00,10/07/2020 06:00:00,370,115,370,115,0,0,1,1,0,,115,,23.94,115,23.97,335.9,26.71,370,,,,,,,,,,,,,,,1
North,A6866,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,1,1,0,,0,,0,17,,,,,,,,,,,,,,,,,,,1
North,A6870,10/07/2020 05:00:00,10/07/2020 06:00:00,4,0,4,0,0,0,1,1,0,,4,,0,19,,,,,,,,,,,,,,,,,,,1
North,A6884,10/07/2020 05:00:00,10/07/2020 06:00:00,37.7,0,37.7,0,0,0,1,1,1,,37.7,,-34,1,-34,200,,,,,,,,,,,,,,,,,1
North,A6885,10/07/2020 05:00:00,10/07/2020 06:00:00,142.8,42,144.3,36.4,1,0,0,1,0,,0,,13.98,0,14.31,28,14.5,44.7,14.69,61.4,14.92,81.3,15.14,100.7,15.34,117.4,15.5,131.4,15.66,145.4,,,1
North,A6886,10/07/2020 05:00:00,10/07/2020 06:00:00,13.8,0,13.8,0,1,0,0,1,0,,12.6,,-20,0.1,6.8,6.6,9.6,9.2,11.4,11.6,12.5,12.6,17.5,13.8,,,,,,,,,0
Central,A6892,10/07/2020 05:00:00,10/07/2020 06:00:00,10,10,11.4,9,0,0,0,0,0,,0,,71.09,9,71.09,11,,,,,,,,,,,,,,,,,1
Central,A6942,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,1,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A6959,10/07/2020 05:00:00,10/07/2020 06:00:00,18.8,0,18.8,0,0,0,1,1,0,,18.8,,-35.51,1,-35.51,100,,,,,,,,,,,,,,,,,1
Central,A6972,10/07/2020 05:00:00,10/07/2020 06:00:00,231,100,231,100,1,0,0,1,0,,0,,22.03,73,22.04,91,22.06,109,22.08,127,22.1,145,22.12,163,22.14,181,22.16,199,22.17,217,22.19,235,1
Central,A6973,10/07/2020 05:00:00,10/07/2020 06:00:00,223,100,223,100,1,0,0,1,0,,0,,22.3,72,22.38,89,22.46,106,22.55,123,22.63,140,22.71,157,22.79,174,22.88,191,22.96,208,23.04,225,1
Central,A6978,10/07/2020 05:00:00,10/07/2020 06:00:00,59,20,59,10,1,0,0,1,0,,0,,49.06,7,49.48,14,49.9,21,50.33,28,50.75,35,51.17,42,51.6,49,52.02,56,52.56,63,52.87,70,1
Central,A6980,10/07/2020 05:00:00,10/07/2020 06:00:00,150,90,150,65,0,0,0,0,0,,0,,26.28,51,26.29,62,26.29,73,26.29,84,26.3,95,26.3,106,26.3,117,26.3,128,26.31,139,26.31,150,1
Central,A6981,10/07/2020 05:00:00,10/07/2020 06:00:00,155,68,155,68,0,0,0,0,0,,0,,24.5,56,24.72,67,24.93,78,25.14,89,25.35,100,25.57,111,25.78,122,25.99,133,26.21,144,26.42,155,1
Central,A6982,10/07/2020 05:00:00,10/07/2020 06:00:00,138,60,138,50,0,0,0,0,0,,0,,25.5,51,25.52,62,25.53,73,25.54,84,25.55,95,25.56,106,25.58,117,25.59,128,25.6,139,25.61,150,1
Central,A6983,10/07/2020 05:00:00,10/07/2020 06:00:00,417,150,430,150,0,0,1,1,0,,299.4,,13.18,140,13.68,180,16.56,200,17.18,299,18.83,300,19.02,340,19.11,360,19.21,380,19.3,400,19.4,420,1
North,A6985,10/07/2020 05:00:00,10/07/2020 06:00:00,23.8,0,23.8,0,0,0,1,1,0,,23.8,,-0.5,0.1,,,,,,,,,,,,,,,,,,,1
North,A6992,10/07/2020 05:00:00,10/07/2020 06:00:00,94.8,0.1,94.8,0.1,0,0,1,1,0,,94.8,,-34.33,1,,,,,,,,,,,,,,,,,,,0
North,A6994,10/07/2020 05:00:00,10/07/2020 06:00:00,17,0,17,0,1,0,0,1,0,,17,,-50,1,0,6,1,10,,,,,,,,,,,,,,,0
North,A6995,10/07/2020 05:00:00,10/07/2020 06:00:00,6,6,6,0,0,0,1,1,0,,6,,0,0.1,0,999,,,,,,,,,,,,,,,,,1
North,A6999,10/07/2020 05:00:00,10/07/2020 06:00:00,50,0,50,0,1,0,0,1,0,,50,,-50,1,0,49,,,,,,,,,,,,,,,,,0
Central,A7043,10/07/2020 05:00:00,10/07/2020 06:00:00,510,480,510,480,0,0,1,1,0,,510,,3.81,0,9.88,359,10.67,406,11.46,453,12.25,499,13.04,546,,,,,,,,,1
Central,A7047,10/07/2020 05:00:00,10/07/2020 06:00:00,52,0,52,0,0,0,1,1,0,,52,,0,0,0,5.9,0,11.8,0,17.7,0,23.6,0,29.4,0,35.3,0,41.2,0,47.1,0,53,1
North,A7049,10/07/2020 05:00:00,10/07/2020 06:00:00,11,0,200,0,1,0,0,1,200,,11,,0,20,0,40,0,60,0,80,0,100,0,120,0,140,0,160,,,,,1
North,A7064,10/07/2020 05:00:00,10/07/2020 06:00:00,30.9,2.5,30.9,2.5,1,0,0,1,0,,30.9,,-2,30.9,,,,,,,,,,,,,,,,,,,0
North,A7065,10/07/2020 05:00:00,10/07/2020 06:00:00,10.7,0.1,16,0.1,0,0,1,1,0,,10.7,,0,1,,,,,,,,,,,,,,,,,,,0
North,A7074,10/07/2020 05:00:00,10/07/2020 06:00:00,525,310,535.6,310,1,0,0,1,0,,525,,-5,310,10.09,310.1,10.15,337,10.21,363.9,10.26,390.8,10.32,417.7,10.38,444.6,10.44,471.5,10.49,498.4,10.55,525.3,1
North,A7075,10/07/2020 05:00:00,10/07/2020 06:00:00,36,36,36,36,0,0,1,1,36,,36,,,,,,,,,,,,,,,,,,,,,,1
North,A7076,10/07/2020 05:00:00,10/07/2020 06:00:00,36,36,36,36,0,0,1,1,36,,36,,,,,,,,,,,,,,,,,,,,,,1
North,A7077,10/07/2020 05:00:00,10/07/2020 06:00:00,532,310,547,310,1,0,0,1,0,,532,,-5,310,10.09,310.1,10.15,337.9,10.21,365.7,10.26,393.5,10.32,421.3,10.38,449.1,10.44,476.9,10.49,504.7,10.55,532.5,1
North,A7081,10/07/2020 05:00:00,10/07/2020 06:00:00,6.9,6.9,6.9,0,0,0,1,1,0,,6.9,,0,0,0,19.8,,,,,,,,,,,,,,,,,1
North,A7082,10/07/2020 05:00:00,10/07/2020 06:00:00,7.3,7.3,7.3,0,0,0,1,1,0,,7.3,,0,0,0,19.8,,,,,,,,,,,,,,,,,1
Central,A7127,10/07/2020 05:00:00,10/07/2020 06:00:00,67.1,39,67.1,34.5,0,0,1,1,0,,67.1,,7.21,39,7.53,48.4,7.79,57.7,8.11,67.1,,,,,,,,,,,,,1
Central,A7129,10/07/2020 05:00:00,10/07/2020 06:00:00,3.8,0.5,3.8,0,0,0,1,1,3.8,,3.8,,,,,,,,,,,,,,,,,,,,,,0
Central,A7130,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A7131,10/07/2020 05:00:00,10/07/2020 06:00:00,64.5,33.2,64.5,33.2,0,0,1,1,0,,64.5,,14.7,38,14.71,64,,,,,,,,,,,,,,,,,1
North,A7150,10/07/2020 05:00:00,10/07/2020 06:00:00,6,0.1,6,0.1,0,0,1,1,0,,6,,-2,13.5,,,,,,,,,,,,,,,,,,,0
North,A7158,10/07/2020 05:00:00,10/07/2020 06:00:00,16.6,0,16.6,0,0,0,1,1,0,,16.6,,-35.51,0.1,,,,,,,,,,,,,,,,,,,1
North,A7159,10/07/2020 05:00:00,10/07/2020 06:00:00,7.4,7.4,7.4,0,0,0,1,1,10.5,,7.4,,0,0,0,0.1,0,7.6,0,100,,,,,,,,,,,,,1
North,A7160,10/07/2020 05:00:00,10/07/2020 06:00:00,7.4,7.4,7.4,0,0,0,1,1,3,,7.4,,0,0,0,0.1,0,7.6,0,100,,,,,,,,,,,,,1
North,A7161,10/07/2020 05:00:00,10/07/2020 06:00:00,10,10,10,0,0,0,1,1,0,,10,,0,0.1,0,999,,,,,,,,,,,,,,,,,1
North,A7162,10/07/2020 05:00:00,10/07/2020 06:00:00,15,15,15,0,0,0,1,1,15,,15,,0,0,0,0.1,0,15.2,0,100,,,,,,,,,,,,,1
North,A7163,10/07/2020 05:00:00,10/07/2020 06:00:00,11,11,11,0,0,0,1,1,11,,11,,0,0,0,0.1,0,11.2,0,100,,,,,,,,,,,,,1
North,A7164,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,1,1,2.7,,0,,0,0,0,0.1,0,0.2,0,100,,,,,,,,,,,,,1
North,A7165,10/07/2020 05:00:00,10/07/2020 06:00:00,7.4,7.4,7.4,0,0,0,1,1,7.3,,7.4,,0,0,0,0.1,0,7.6,0,100,,,,,,,,,,,,,1
North,A7166,10/07/2020 05:00:00,10/07/2020 06:00:00,11,11,11,0,0,0,1,1,11,,11,,0,0,0,0.1,0,11.2,0,100,,,,,,,,,,,,,1
Central,A7297,10/07/2020 05:00:00,10/07/2020 06:00:00,41,41,42,31,1,0,0,1,0,,0,,40.59,30,40.59,35,40.59,36,,,,,,,,,,,,,,,1
Central,A7298,10/07/2020 05:00:00,10/07/2020 06:00:00,41,41,42,31,1,0,0,1,0,,0,,40.59,30,40.59,35,40.59,36,,,,,,,,,,,,,,,1
Central,A7299,10/07/2020 05:00:00,10/07/2020 06:00:00,41,41,42,31,1,0,0,1,0,,0,,40.59,30,40.59,35,40.59,36,,,,,,,,,,,,,,,1
Central,A7300,10/07/2020 05:00:00,10/07/2020 06:00:00,41,41,42,31,1,0,0,1,0,,0,,40.59,30,40.59,35,40.59,36,,,,,,,,,,,,,,,1
North,A7311,10/07/2020 05:00:00,10/07/2020 06:00:00,4.6,1.8,4.6,0,0,0,1,1,0,,4.6,,0,0,0,36,,,,,,,,,,,,,,,,,1
Central,A7353,10/07/2020 05:00:00,10/07/2020 06:00:00,107.2,0,107.2,0,1,0,0,1,0,,107.2,,0,150,,,,,,,,,,,,,,,,,,,1
Central,A7360,10/07/2020 05:00:00,10/07/2020 06:00:00,41.3,24,41.3,24,0,0,0,0,0,,0,,13.16,24,13.33,29.7,13.5,35.5,13.67,41.2,,,,,,,,,,,,,0
Central,A7362,10/07/2020 05:00:00,10/07/2020 06:00:00,41.3,24,41.3,24,0,0,1,1,0,,41.3,,13.16,24,13.33,29.7,13.5,35.5,13.67,41.2,,,,,,,,,,,,,0
Central,A7363,10/07/2020 05:00:00,10/07/2020 06:00:00,81.4,0,81.4,0,1,0,0,1,0,,81.4,,0,150,,,,,,,,,,,,,,,,,,,1
Central,A7368,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A7370,10/07/2020 05:00:00,10/07/2020 06:00:00,95,0,95,0,0,0,0,0,0,0,0,611,,,,,,,,,,,,,,,,,,,,,0
North,A7486,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,80,0,0,0,0,0,0,,0,,8,0.1,8.01,5.4,50,5.5,50.01,80,,,,,,,,,,,,,1
North,A7493,10/07/2020 05:00:00,10/07/2020 06:00:00,10.7,0,10.7,0,0,0,1,1,1,,10.7,,-15,0.1,-14.5,41,,,,,,,,,,,,,,,,,1
North,A7500,10/07/2020 05:00:00,10/07/2020 06:00:00,11,0,11,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A7501,10/07/2020 05:00:00,10/07/2020 06:00:00,23.6,6,23.6,6,1,0,0,1,0,,0,,146.78,6,160.94,9,175.1,12,189.25,15,203.41,18,217.57,21,231.73,24,241.17,26,,,,,1
North,A7502,10/07/2020 05:00:00,10/07/2020 06:00:00,4.4,4.4,4.4,0,0,0,1,1,0,,4.4,,0,0,0,20,,,,,,,,,,,,,,,,,1
North,A7548,10/07/2020 05:00:00,10/07/2020 06:00:00,6,0,6,0,1,0,0,1,0,,6,,-50,1,0,2,6,3,,,,,,,,,,,,,,,0
North,A7549,10/07/2020 05:00:00,10/07/2020 06:00:00,9.4,0.1,9.4,0.1,0,0,1,1,0,,9.4,,1,0,2,80,,,,,,,,,,,,,,,,,1
North,A7550,10/07/2020 05:00:00,10/07/2020 06:00:00,17.3,0.1,17.3,0.1,0,0,1,1,0,,17.3,,0,0,1,119.6,,,,,,,,,,,,,,,,,1
Central,A7564,10/07/2020 05:00:00,10/07/2020 06:00:00,17.6,17.6,17.6,17.6,0,0,1,1,0,,17.6,,34.3,0,34.3,500,,,,,,,,,,,,,,,,,1
Central,A7578,10/07/2020 05:00:00,10/07/2020 06:00:00,13,13,13,13,0,0,1,1,0,,13,,30.6,0,30.6,500,,,,,,,,,,,,,,,,,1
Central,A7589,10/07/2020 05:00:00,10/07/2020 06:00:00,79.8,0,79.8,0,1,0,0,1,0,,79.8,,-0.01,79.8,,,,,,,,,,,,,,,,,,,0
Central,A7590,10/07/2020 05:00:00,10/07/2020 06:00:00,70.3,0,70.3,0,1,0,0,1,0,,70.3,,-23.44,70.3,,,,,,,,,,,,,,,,,,,0
Central,A7592,10/07/2020 05:00:00,10/07/2020 06:00:00,88.9,0,88.9,0,0,0,1,1,88.9,,88.9,,,,,,,,,,,,,,,,,,,,,,0
Central,A7682,10/07/2020 05:00:00,10/07/2020 06:00:00,2.5,0,2.5,0,1,0,0,1,0,,2.5,,0,2.5,,,,,,,,,,,,,,,,,,,0
Central,A7683,10/07/2020 05:00:00,10/07/2020 06:00:00,3.7,0,3.7,0,1,0,0,1,0,,3.7,,0,3.7,,,,,,,,,,,,,,,,,,,0
Central,A7719,10/07/2020 05:00:00,10/07/2020 06:00:00,4,4,4,4,0,0,1,1,6,,4,,,,,,,,,,,,,,,,,,,,,,0
Central,A7726,10/07/2020 05:00:00,10/07/2020 06:00:00,67,39,67,34.5,0,0,0,0,0,,0,,7.21,39,7.53,48.3,7.79,57.7,8.11,67,,,,,,,,,,,,,1
Central,A7727,10/07/2020 05:00:00,10/07/2020 06:00:00,64.5,33.2,64.5,33.2,0,0,0,0,0,,0,,14.7,38,14.71,64,,,,,,,,,,,,,,,,,1
North,A7751,10/07/2020 05:00:00,10/07/2020 06:00:00,0,0,55,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,1
North,A7795,10/07/2020 05:00:00,10/07/2020 06:00:00,22.4,0.1,22.4,0.1,0,0,1,1,0,,22.4,,0,0,1,133.2,,,,,,,,,,,,,,,,,1
